UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
SISTEMA INTEGRADO DE GESTÃO DE ATIVIDADES ACADÊMICAS
RELATÓRIO DE NOTAS SEMESTRAIS
CURSO;CIÊNCIAS E TECNOLOGIA/ECT - NATAL - BACHARELADO
ANO;2017

Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação;
2;ECT2301;CÁLCULO III;02;1680333-9;46T34 (24/07/2017 - 16/12/2017);2016017693;3.50;REPROVADO;
2;ICE1039;NEUROBIOLOGIA DOS SENTIDOS;01;2069422-1,1842426-2;24T56 (24/07/2017 - 27/11/2017);2014028160;7.50;APROVADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;03D;2993322-8,2836616-8;5M56  24T34 (24/07/2017 - 16/12/2017);20160108323;4.50;REPROVADO;
2;ECT2104;QUÍMICA GERAL;05A;3432383-1;2T56  25N34 (24/07/2017 - 16/12/2017);20170149731;7.60;APROVADO;
2;ECT2532;PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS EM INGLÊS;01;1755308-5;4T3456 (24/07/2017 - 16/12/2017);2012923780;1.60;REPROVADO;
2;ECT2103;CÁLCULO I;05;2646069-8;2356N12 (02/10/2017 - 16/12/2017);20170041836;7.20;APROVADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;03A;2913810-0;3M123 (04/08/2017 - 04/11/2017);20160143251;5.00;APROVADO POR NOTA;
2;ECT2606;TEORIA PARA RESOLUÇÃO INVENTIVA DE PROBLEMAS;01A;1544724-5;24M34 (24/07/2017 - 16/12/2017);2014056567;9.50;APROVADO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);2016097620;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;03;1753123-5;24M34 (24/07/2017 - 16/12/2017);20160100853;0.80;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;1756325-1;36T12 (24/07/2017 - 16/12/2017);2016097424;-;TRANCADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;1879244-0;36N12 (24/07/2017 - 16/12/2017);20170039337;-;INDEFERIDO;
2;ECT1507;RELAÇÕES DE GÊNERO EM CIÊNCIAS E TECNOLOGIA;01;1753033-6;3T3456 (24/07/2017 - 16/12/2017);2011007012;6.80;APROVADO POR NOTA;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;05;2087054-1;2N34 (24/07/2017 - 16/12/2017);20170043572;3.30;REPROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03C;4687943-1,1434796-4;24M56  3T56 (24/07/2017 - 26/11/2017);20170040356;1.70;REPROVADO;
2;DCA0202;CIRCUITOS DIGITAIS;01D;1205246-1,1673543-1;345T12;2016017791;6.80;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;06;2421903-9;2N34 (24/07/2017 - 16/12/2017);20170116525;6.30;APROVADO POR NOTA;
2;MEC1505;CAD PARA ENGENHARIA I;01;1792669-8;35T12 (24/07/2017 - 16/12/2017);2015016790;-;INDEFERIDO;
2;ECT2513;GESTÃO EM TECNOLOGIAS DE RUPTURA;01;1242299-3;46M12 (24/07/2017 - 16/12/2017);2012008088;8.80;APROVADO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;04;1894891-1;35N12 (24/07/2017 - 16/12/2017);2015002702;-;CANCELADO;
2;ECT2103;CÁLCULO I;05;2646069-8;2356N12 (02/10/2017 - 16/12/2017);2015001124;2.90;REPROVADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20160106740;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;02;1680333-9;46T34 (24/07/2017 - 16/12/2017);20170003675;0.40;REPROVADO;
2;ECT2103;CÁLCULO I;07;6350665-5;2356T56 (02/10/2017 - 16/12/2017);20170034850;-;CANCELADO;
2;ECT2412;MECÂNICA DOS SÓLIDOS;01;1752508-1;35M56 (24/07/2017 - 16/12/2017);20170148618;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;CIV1106;FUNDAMENTOS DE CARTOGRAFIA E SENSORIAMENTO REMOTO;01;2998535-0;24M56;2013019498;-;INDEFERIDO;
2;DEF0650;ATIVIDADE FISICA, SAUDE E QUALIDADE DE VIDA;05;347294-1,350621-7;24M34;2011009868;9.00;APROVADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;01;1718474-8;35T34 (24/07/2017 - 16/12/2017);2014001237;0.30;CANCELADO;
2;ELE0583;LABORATORIO DE COMUNICACOES I;03;346385-2;6M56 (24/07/2017 - 16/12/2017);2015013911;9.30;APROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;02;1648476-4;35M34 (24/07/2017 - 16/12/2017);2016016355;0.50;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;03;1672787-0;2356T34 (24/07/2017 - 30/09/2017);20170030592;-;INDEFERIDO;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170037898;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);2015094034;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;02;2410576-9;46M56 (24/07/2017 - 16/12/2017);20170044239;2.10;CANCELADO;
2;ECT2416;EXPRESSÃO GRÁFICA;02B;1321426-0;35T56 (24/07/2017 - 29/10/2017), 35M34 (30/10/2017 - 16/12/2017);20150125509;5.00;APROVADO POR NOTA;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01D;1943220-0;24M12  2T34 (24/07/2017 - 26/11/2017);20170044177;8.40;APROVADO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;01A;4523538-6,2757086-1;35M12 (24/07/2017 - 09/09/2017), 35M12  3T12 (10/09/2017 - 16/12/2017);2015014810;5.00;APROVADO POR NOTA;
2;ECT2104;QUÍMICA GERAL;05E;3432383-1;7M34  25N34 (24/07/2017 - 16/12/2017);20160143091;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;07;6350665-5;2356T56 (02/10/2017 - 16/12/2017);20170041872;3.70;REPROVADO;
2;ECT2403;FÍSICA EXPERIMENTAL II;05A;2325464-7;4T123 (04/08/2017 - 04/11/2017);2012921113;5.90;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;06;1671983-4;2356N34 (24/07/2017 - 30/09/2017);2014096464;-;INDEFERIDO;
2;MEC1610;ELEMENTOS DE AUTOMAÇÃO INDUSTRIAL;02;1119281-1;2N34 6N12 (24/07/2017 - 16/12/2017);2012979150;6.40;APROVADO POR NOTA;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;02;1648476-4;35M34 (24/07/2017 - 16/12/2017);20170095050;7.30;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;02;1672787-0;2356T12 (24/07/2017 - 30/09/2017);20170044177;-;INDEFERIDO;
2;DCO1045;TÓPICOS ESPECIAIS EM TELECOMUNICAÇÕES I;01;346141-8;56T56;2012959086;8.30;APROVADO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;03;1756325-1;35M34 (24/07/2017 - 16/12/2017);2015095855;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;03;1673239-3;2M56 (24/07/2017 - 16/12/2017);20170149099;2.40;REPROVADO;
2;ELE0701;ELETRÔNICA;01A;1199091-2;246T12;2014066680;4.30;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;1756325-1;36T12 (24/07/2017 - 16/12/2017);20170038410;2.80;REPROVADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01D;4687943-1,1555898-5,1845280-1;5M56  46T12 (24/07/2017 - 16/12/2017);2013091104;3.00;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;1756325-1;36T12 (24/07/2017 - 16/12/2017);20160147420;0.20;REPROVADO;
2;CIV1205;QUALIDADE DA ÁGUA;01;2326351-4;36M34;2013019498;-;INDEFERIDO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01A;2254759-4,1718775-5;46M12 (24/07/2017 - 06/08/2017), 46M12  2T34 (07/08/2017 - 23/09/2017), 46M12 (24/09/2017 - 26/11/2017);20150125509;5.20;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;1756325-1;36T12 (24/07/2017 - 16/12/2017);20170031778;0.50;REPROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;4687943-1,2312423-9;7M12  35N12 (24/07/2017 - 26/11/2017);2016093120;0.00;CANCELADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;04;2218079-8;35N12 (24/07/2017 - 16/12/2017);2015018954;-;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170003675;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170030977;-;INDEFERIDO;
2;MEC1602;SISTEMAS TÉRMICOS II;01;1770049-5;35T34 (24/07/2017 - 16/12/2017);2012918118;3.20;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170032210;-;INDEFERIDO;
2;MTR0354;TÉCNICAS DE CARACTERIZAÇÃO DOS MATERIAIS;01;1652765-0;24T12;2013007693;-;INDEFERIDO;
2;ECT2201;CÁLCULO II;05;2583622-8;46N34 (24/07/2017 - 16/12/2017);20160106866;2.40;REPROVADO;
2;CIV1106;FUNDAMENTOS DE CARTOGRAFIA E SENSORIAMENTO REMOTO;01;2998535-0;24M56;2013064045;6.30;APROVADO POR NOTA;
2;MTR0303;NANOMATERIAIS;01;1883170-4;35N34;2013007693;1.20;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2103;CÁLCULO I;07;6350665-5;2356T56 (02/10/2017 - 16/12/2017);20160158209;5.00;APROVADO POR NOTA;
2;MTR0302;ENGENHARIA DOS MATERIAIS EXPERIMENTAL;01;1652765-0,1802888-0,1639676-8;6N1234;2014028268;5.10;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;08;3550015-0;246T56 (28/08/2017 - 02/12/2017);20160158020;2.00;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);20170032372;-;INDEFERIDO;
2;MEC1507;SISTEMAS TÉRMICOS I;04;1235107-7;35T56 (24/07/2017 - 16/12/2017);2016017352;-;INDEFERIDO;
2;ELE1715;CIRCUITOS DIGITAIS;01;2566657-8;2T56  2N12;2015016790;1.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;05;1066958-4;35N34 (24/07/2017 - 16/12/2017);2013023516;6.50;APROVADO POR NOTA;
2;ECT2414;ELETRICIDADE APLICADA;03D;1569480-3,1658061-5;7M56  24N12 (24/07/2017 - 09/09/2017),  24N12 (10/09/2017 - 25/11/2017);2013023991;-;INDEFERIDO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04C;1159567-3;7T34  35N34 (24/07/2017 - 16/12/2017);2013091150;6.10;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;06;2421903-9;2N34 (24/07/2017 - 16/12/2017);20170117362;-;TRANCADO;
2;MEC1704;MECÂNICA DOS SÓLIDOS III;03;347563-0;35T34 (24/07/2017 - 16/12/2017);2014060855;5.20;APROVADO POR NOTA;
2;ADM0054;PODER, POLÍTICA E GESTÃO;01;1551869-0;4M56;2014074663;5.00;APROVADO POR NOTA;
2;ECT2412;MECÂNICA DOS SÓLIDOS;03;1752508-1,2087565-9;35N12 (24/07/2017 - 16/12/2017);20170148654;-;CANCELADO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);20160158058;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;02;1680333-9;46T34 (24/07/2017 - 16/12/2017);20170008054;3.70;REPROVADO;
2;DCA0800;ALGORITMOS E LOGICA DE PROGRAMACAO;04;2414410-1;35N12;2012924429;10.00;APROVADO;
2;ECT2412;MECÂNICA DOS SÓLIDOS;01;1752508-1;35M56 (24/07/2017 - 16/12/2017);2013020677;6.10;APROVADO POR NOTA;
2;ECT2403;FÍSICA EXPERIMENTAL II;05A;2325464-7;4T123 (04/08/2017 - 04/11/2017);2016014717;8.70;APROVADO;
2;ECT2201;CÁLCULO II;04;2583622-8;46N12 (24/07/2017 - 16/12/2017);2015020390;5.00;APROVADO POR NOTA;
2;ECT2104;QUÍMICA GERAL;05B;3432383-1;5T56  25N34 (24/07/2017 - 16/12/2017);20170041738;1.40;CANCELADO;
2;MEC1609;MECÂNICA DOS SÓLIDOS II;02;434906-9;24N12 (24/07/2017 - 16/12/2017);2014084688;-;INDEFERIDO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;02;1648476-4;35M34 (24/07/2017 - 16/12/2017);20170044711;6.60;APROVADO POR NOTA;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;03B;2836616-8,2993322-8;3M56  24T34 (24/07/2017 - 16/12/2017);2016018592;0.20;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2103;CÁLCULO I;06;2646069-8;2356N34 (02/10/2017 - 16/12/2017);2016022290;-;INDEFERIDO;
2;ECO1101;INTRODUÇÃO A MACROECONOMIA;01;2330704-0;26M34;20160147420;-;INDEFERIDO;
2;ECT2307;FÍSICA EXPERIMENTAL I;05A;1717472-6;4M123 (04/08/2017 - 04/11/2017);20160142568;5.40;APROVADO POR NOTA;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;01;1066958-4;35M12 (24/07/2017 - 16/12/2017);2014079991;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;03;1753123-5;24M34 (24/07/2017 - 16/12/2017);20170148832;5.30;APROVADO POR NOTA;
2;ECT2413;MECÂNICA DOS FLUIDOS;04;2391566-0;35N34 (24/07/2017 - 16/12/2017);2015013359;5.70;APROVADO POR NOTA;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05B;4687943-1,2312423-9;7M34  35N12 (24/07/2017 - 26/11/2017);20160142405;-;INDEFERIDO;
2;DCO1002;ENGENHARIA DE SOFTWARE;01;1422699-7;46N34;2013042674;-;INDEFERIDO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;03;1242299-3;4T56 (24/07/2017 - 16/12/2017);2011008341;6.10;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1091102-4;36N34 (24/07/2017 - 16/12/2017);20160158521;4.40;REPROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;06;1753033-6;4N34 (24/07/2017 - 16/12/2017);20160158479;-;INDEFERIDO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04D;2312423-9;6T12  35N34 (24/07/2017 - 26/11/2017);2016097406;0.70;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1091102-4;36N34 (24/07/2017 - 16/12/2017);2016015699;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20150127540;-;INDEFERIDO;
2;ECT2414;ELETRICIDADE APLICADA;03B;1569480-3,1658061-5;5T56  24N12 (24/07/2017 - 09/09/2017),  24N12 (10/09/2017 - 25/11/2017);2014042196;5.30;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1091102-4;36N34 (24/07/2017 - 16/12/2017);20160142880;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2416;EXPRESSÃO GRÁFICA;05A;1321426-0;6N1234 (24/07/2017 - 29/10/2017),  6N1234 (30/10/2017 - 16/12/2017);20170035955;6.20;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;05;1066958-4;2356N12 (24/07/2017 - 30/09/2017);20170037459;-;CANCELADO;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20160158209;-;INDEFERIDO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03B;4687943-1,1434796-4;24M56  3T34 (24/07/2017 - 26/11/2017);20160107783;0.80;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2403;FÍSICA EXPERIMENTAL II;02A;1330358-1;2T456 (04/08/2017 - 04/11/2017);2015020291;8.00;APROVADO;
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;03;1046881-3;3T3456 (24/07/2017 - 16/12/2017);20150126678;-;INDEFERIDO;
2;ECT1552;INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS;01;2410576-9;35T34 (24/07/2017 - 16/12/2017);20150125607;-;CANCELADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;02A;2114893-9;3M34  46T12 (24/07/2017 - 16/12/2017);2015087361;3.40;REPROVADO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;02A;3057895-9,2254759-4,1718775-5;46M34 (24/07/2017 - 06/08/2017), 46M34  2T56 (07/08/2017 - 23/09/2017), 46M34 (24/09/2017 - 26/11/2017);2016091449;4.50;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170037092;-;INDEFERIDO;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);2015092479;3.70;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;1879244-0;36N12 (24/07/2017 - 16/12/2017);20170031750;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;04;4857669-9;46N12 (24/07/2017 - 16/12/2017);2016016177;5.00;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);20160108904;-;INDEFERIDO;
2;ELE0701;ELETRÔNICA;01A;1199091-2;246T12;2014089503;5.40;APROVADO POR NOTA;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);2016015492;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;05;2646069-8;2356N12 (02/10/2017 - 16/12/2017);20160143190;0.90;CANCELADO;
2;ECT1553;EMPREENDEDORISMO, NEGÓCIOS E GESTÃO DE PROJETOS INOVADORES;01;1753067-1;5N1234 (24/07/2017 - 16/12/2017);2015018515;6.80;APROVADO POR NOTA;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04D;2312423-9;6T12  35N34 (24/07/2017 - 26/11/2017);20170043017;8.80;APROVADO;
2;ECT2403;FÍSICA EXPERIMENTAL II;09A;1718474-8;6M456 (04/08/2017 - 04/11/2017);20150125518;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;02;1680333-9;46T34 (24/07/2017 - 16/12/2017);2014097040;4.60;REPROVADO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;01B;2757086-1,4523538-6;35M12 (24/07/2017 - 09/09/2017), 35M12  3T12 (10/09/2017 - 16/12/2017);2012926871;0.70;REPROVADO POR MÉDIA E POR FALTAS;
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;10;2287192-8;6N1234 (24/07/2017 - 16/12/2017);2014085578;-;INDEFERIDO;
2;CAC2012;POLUIÇÃO ATMOSFÉRICA;01;1879213-0;35M56;2014047684;8.20;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;05;1051570-6;4N12 (24/07/2017 - 16/12/2017);20170039874;0.20;REPROVADO POR MÉDIA E POR FALTAS;
2;MEC1505;CAD PARA ENGENHARIA I;02;1792669-8;35M34 (24/07/2017 - 16/12/2017);2014084721;5.10;APROVADO POR NOTA;
2;DCO1008;PROCESSAMENTO DIGITAL DE SINAIS;01;1668928-5;2N12 4N34;2012925337;0.50;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;02;1672409-9;46T56 (24/07/2017 - 16/12/2017);2015090465;6.20;APROVADO POR NOTA;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);2014085110;-;INDEFERIDO;
2;ECT2403;FÍSICA EXPERIMENTAL II;12A;2325464-7;7T123 (04/08/2017 - 04/11/2017);2015011318;7.50;APROVADO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;03;1755308-5;2T56 (24/07/2017 - 16/12/2017);2016020151;-;INDEFERIDO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02A;2757086-1,4523538-6;35M34 (24/07/2017 - 09/09/2017), 35M34  5T12 (10/09/2017 - 16/12/2017);2015092076;5.70;APROVADO POR NOTA;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;04B;3057895-9,2254759-4;24N12 (24/07/2017 - 06/08/2017),  7T12  24N12 (07/08/2017 - 23/09/2017),  24N12 (24/09/2017 - 26/11/2017);20170002972;-;TRANCADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;03;3891450-8;4T12 (24/07/2017 - 16/12/2017);20170042717;-;INDEFERIDO;
2;ECT2104;QUÍMICA GERAL;04C;1255011-8;7T12  25N12 (24/07/2017 - 16/12/2017);20170041872;-;INDEFERIDO;
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;03;1475328-8;24N12 (24/07/2017 - 16/12/2017);2015015317;6.50;APROVADO POR NOTA;
2;ECT2103;CÁLCULO I;07;6350665-5;2356T56 (02/10/2017 - 16/12/2017);20170032210;0.30;REPROVADO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;04D;1159567-3,1805797-9,1671947-8;35N12 (24/07/2017 - 09/09/2017), 7M34  35N12 (10/09/2017 - 16/12/2017);2011056410;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);2014074734;3.60;CANCELADO;
2;ECT2414;ELETRICIDADE APLICADA;01A;1569480-3;2M34  24T56 (24/07/2017 - 09/09/2017),  24T56 (10/09/2017 - 25/11/2017);2015020433;2.50;REPROVADO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;01;1066958-4;35M12 (24/07/2017 - 16/12/2017);2014085219;-;INDEFERIDO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04D;2312423-9;6T12  35N34 (24/07/2017 - 26/11/2017);2014096080;-;CANCELADO;
2;MEC1602;SISTEMAS TÉRMICOS II;03;1647050-0;46T56 (24/07/2017 - 16/12/2017);2013068901;-;INDEFERIDO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;01;2421903-9;2T12 (24/07/2017 - 16/12/2017);20170032078;6.80;APROVADO POR NOTA;
2;ECT2307;FÍSICA EXPERIMENTAL I;03A;2913810-0;3M123 (04/08/2017 - 04/11/2017);2016021598;6.70;APROVADO POR NOTA;
2;MEC1602;SISTEMAS TÉRMICOS II;02;1647050-0;46N34 (24/07/2017 - 16/12/2017);2014047773;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170032013;-;INDEFERIDO;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170041110;-;INDEFERIDO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;04C;3057895-9,2254759-4;24N12 (24/07/2017 - 06/08/2017),  7T34  24N12 (07/08/2017 - 23/09/2017),  24N12 (24/09/2017 - 26/11/2017);2015013715;0.10;CANCELADO;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;02;3913659-2;2M34 (24/07/2017 - 16/12/2017);20170034410;5.20;APROVADO POR NOTA;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;03;1615358-0;35T34 (24/07/2017 - 16/12/2017);20150127890;-;CANCELADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;03D;2836616-8,2993322-8;5M56  24T34 (24/07/2017 - 16/12/2017);20150126435;-;CANCELADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170034410;-;INDEFERIDO;
2;ECT2403;FÍSICA EXPERIMENTAL II;04A;2325464-7;3T456 (04/08/2017 - 04/11/2017);2013004305;-;INDEFERIDO;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);20160158076;7.50;APROVADO;
2;ECT1530;PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS;01;1746024-9,1673239-3;46T56 (24/07/2017 - 16/12/2017);2014085246;5.70;APROVADO POR NOTA;
2;MEC1507;SISTEMAS TÉRMICOS I;04;1235107-7;35T56 (24/07/2017 - 16/12/2017);20170000664;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;05;2646069-8;2356N12 (02/10/2017 - 16/12/2017);20170043812;3.80;REPROVADO;
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;07;1888150-7;4N1234 (24/07/2017 - 16/12/2017);20160109008;-;INDEFERIDO;
2;ECT2414;ELETRICIDADE APLICADA;01B;1569480-3;2M56  24T56 (24/07/2017 - 09/09/2017),  24T56 (10/09/2017 - 25/11/2017);2013061670;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;08;2998751-4;35T56 (24/07/2017 - 16/12/2017);2016012991;-;INDEFERIDO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03B;4687943-1,1434796-4;24M56  3T34 (24/07/2017 - 26/11/2017);20160147448;-;TRANCADO;
2;DCO1004;ELETROMAGNETISMO APLICADO;01;6345784-1;24N12;2015002847;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;02;1914304-6;35M34 (24/07/2017 - 16/12/2017);20170035730;9.60;APROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;06;1144028-9;46T56 (24/07/2017 - 16/12/2017);2016019212;-;CANCELADO;
2;ECT2301;CÁLCULO III;05;2141197-4;46N34 (24/07/2017 - 16/12/2017);20150140597;7.00;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20160141883;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;02;1680333-9;46T34 (24/07/2017 - 16/12/2017);20160108145;3.70;REPROVADO;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);2015095550;-;INDEFERIDO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;02;2421903-9;2T34 (24/07/2017 - 16/12/2017);20170042314;8.10;APROVADO;
