UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
SISTEMA INTEGRADO DE GESTÃO DE ATIVIDADES ACADÊMICAS
RELATÓRIO DE NOTAS SEMESTRAIS
CURSO;CIÊNCIAS E TECNOLOGIA/ECT - NATAL - BACHARELADO
ANO;2017

Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação;
2;DCO1004;ELETROMAGNETISMO APLICADO;02;349732-3;24N12;2010043073;2.80;REPROVADO;
2;CIV1104;HIDROLOGIA;01;1759777-5;35T34;2011900173;2.10;REPROVADO;
2;DCO1003;REDES DE COMPUTADORES;01;1804383-8;35N12;20160108440;-;INDEFERIDO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;03;1755308-5;2T56 (24/07/2017 - 16/12/2017);20170033039;5.20;APROVADO POR NOTA;
2;MEC1610;ELEMENTOS DE AUTOMAÇÃO INDUSTRIAL;01;348122-2;35T56 (24/07/2017 - 16/12/2017);2013071907;-;TRANCADO;
2;ECT2403;FÍSICA EXPERIMENTAL II;09A;1718474-8;6M456 (04/08/2017 - 04/11/2017);2015019791;-;INDEFERIDO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;02;1801831-1;35T34 (24/07/2017 - 16/12/2017);2015083685;6.20;APROVADO POR NOTA;
2;ECT1558;ÉTICA EM CIÊNCIA E TECNOLOGIA;01;1148551-7;2T3456 (24/07/2017 - 16/12/2017);2012926334;7.30;APROVADO;
2;ECT2414;ELETRICIDADE APLICADA;02C;1658061-5;5M34  35T34 (24/07/2017 - 09/09/2017),  35T34 (10/09/2017 - 25/11/2017);2013017564;5.00;APROVADO POR NOTA;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;02;3913659-2;2M34 (24/07/2017 - 16/12/2017);20170033932;6.90;APROVADO POR NOTA;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;01A;2757086-1,4523538-6;35M12 (24/07/2017 - 09/09/2017), 35M12  3T12 (10/09/2017 - 16/12/2017);20170149651;5.90;APROVADO POR NOTA;
2;MEC1505;CAD PARA ENGENHARIA I;04;3357809-7;35N34 (24/07/2017 - 16/12/2017);2013023795;-;INDEFERIDO;
2;ICE1008;INTRODUÇÃO À NEUROQUÍMICA;01;1824636-4;35T34 (26/09/2017 - 07/12/2017);20170032194;8.80;APROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01C;1943220-0;24M12  2T34 (24/07/2017 - 26/11/2017);20170003414;7.20;APROVADO;
2;ECT2416;EXPRESSÃO GRÁFICA;04A;2266607-1;6N1234 (24/07/2017 - 29/10/2017),  6N1234 (30/10/2017 - 16/12/2017);2016091986;0.30;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;02;1475328-8;35T56 (24/07/2017 - 16/12/2017);20150125634;7.30;APROVADO;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;01;2087054-1;2M34 (24/07/2017 - 16/12/2017);20170036335;6.30;APROVADO POR NOTA;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05D;2312423-9;6T12  35N12 (24/07/2017 - 26/11/2017);2016019858;-;INDEFERIDO;
2;DCA0202;CIRCUITOS DIGITAIS;01B;1205246-1,1673543-1;356T12;2014048823;1.00;REPROVADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;01A;2325464-7;2M123 (04/08/2017 - 04/11/2017);20160141785;9.10;APROVADO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;01;2421903-9;2T12 (24/07/2017 - 16/12/2017);20160141785;8.20;APROVADO;
2;MTR0355;TERMODINÂMICA APLICADA A MATERIAIS;01;2414250-8;35T12;20160142503;-;DESISTENCIA;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;03;1242299-3;4T56 (24/07/2017 - 16/12/2017);20170139520;-;INDEFERIDO;
2;ECT2307;FÍSICA EXPERIMENTAL I;02A;1144028-9;2M456 (04/08/2017 - 04/11/2017);2016017479;4.00;REPROVADO;
2;ECT2416;EXPRESSÃO GRÁFICA;03A;1772123-9;35T12 (24/07/2017 - 29/10/2017),  35T12 (30/10/2017 - 16/12/2017);2016019132;-;INDEFERIDO;
2;ECT2412;MECÂNICA DOS SÓLIDOS;02;2087565-9;35M12 (24/07/2017 - 16/12/2017);2014075052;-;INDEFERIDO;
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;02;1046881-3;3M3456 (24/07/2017 - 16/12/2017);20170149615;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);2014089826;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);20160159224;2.80;REPROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);2015092138;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;01;1753896-5;46M56 (24/07/2017 - 16/12/2017);20160142399;6.60;APROVADO POR NOTA;
2;ICE1038;NEUROBIOLOGIA DO MOVIMENTO;01;1976236-6;246M56 (14/08/2017 - 22/09/2017);2013064813;9.20;APROVADO;
2;ECT2412;MECÂNICA DOS SÓLIDOS;02;2087565-9;35M12 (24/07/2017 - 16/12/2017);2014097434;5.00;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;04;1755308-5;2N12 (24/07/2017 - 16/12/2017);2015094894;-;DESISTENCIA;
2;ECT2201;CÁLCULO II;05;2583622-8;46N34 (24/07/2017 - 16/12/2017);2016013498;5.00;APROVADO POR NOTA;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;03;1615358-0;35T34 (24/07/2017 - 16/12/2017);2016014495;6.80;APROVADO POR NOTA;
2;MEC1901;PROCESSOS DE FABRICAÇÃO MECÂNICA III;01;1545410-1;24T34 (24/07/2017 - 16/12/2017);2012919536;5.80;APROVADO POR NOTA;
2;ECT2307;FÍSICA EXPERIMENTAL I;04A;2913810-0;3M456 (04/08/2017 - 04/11/2017);2016015017;5.00;APROVADO POR NOTA;
2;DCO1003;REDES DE COMPUTADORES;01;1804383-8;35N12;20150122051;-;INDEFERIDO;
2;ECT2201;CÁLCULO II;03;1753781-1;46M12 (24/07/2017 - 16/12/2017);20160141794;0.50;CANCELADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);20150127450;-;INDEFERIDO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03A;2254759-4,3057895-9;24T56 (24/07/2017 - 06/08/2017),  24T56 6T12 (07/08/2017 - 23/09/2017),  24T56 (24/09/2017 - 26/11/2017);2016092203;7.10;APROVADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;08A;1144028-9;7M123 (04/08/2017 - 04/11/2017);2012922200;-;CANCELADO;
2;DEF0049;METODOLOGIA DO JUDO;01;1154701-6;24T56;2011009868;-;DESISTENCIA;
2;ECT2412;MECÂNICA DOS SÓLIDOS;03;2087565-9,1752508-1;35N12 (24/07/2017 - 16/12/2017);2014060766;-;CANCELADO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;02;2421903-9;2T34 (24/07/2017 - 16/12/2017);20170043714;7.20;APROVADO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;02A;2254759-4,1718775-5,3057895-9;46M34 (24/07/2017 - 06/08/2017), 46M34  2T56 (07/08/2017 - 23/09/2017), 46M34 (24/09/2017 - 26/11/2017);2016011994;5.20;APROVADO POR NOTA;
2;ECT2103;CÁLCULO I;08;2998751-4;35T56 (24/07/2017 - 16/12/2017);20170032630;2.80;CANCELADO;
2;ECT2413;MECÂNICA DOS FLUIDOS;02;1764984-8;24M56 (24/07/2017 - 16/12/2017);2016017791;4.20;REPROVADO;
2;ECT2412;MECÂNICA DOS SÓLIDOS;02;2087565-9;35M12 (24/07/2017 - 16/12/2017);2014097292;2.20;REPROVADO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;03;1242299-3;4T56 (24/07/2017 - 16/12/2017);20170031179;7.90;APROVADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;04;2218079-8;35N12 (24/07/2017 - 16/12/2017);20150127290;6.10;APROVADO POR NOTA;
2;ECT2521;PROJETOS COM MICROCONTROLADORES E MINICOMPUTADORES;01;1555898-5,4523538-6;35T56 (24/07/2017 - 16/12/2017);2015017358;2.90;REPROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);2016018458;4.20;REPROVADO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;02A;2254759-4,3057895-9,1718775-5;46M34 (24/07/2017 - 06/08/2017), 46M34  2T56 (07/08/2017 - 23/09/2017), 46M34 (24/09/2017 - 26/11/2017);2015091435;0.50;REPROVADO POR MÉDIA E POR FALTAS;
2;DCO1005;PRINCÍPIOS DE TELECOMUNICAÇÕES;01;349732-3;35N34;2014029514;6.20;APROVADO POR NOTA;
2;MEC1601;PROCESSOS DE FABRICAÇÃO MECÂNICA I;01;2342188-8;24T34 (24/07/2017 - 16/12/2017);2015011677;7.30;APROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;1434796-4,4687943-1;24M56  3T34 (24/07/2017 - 26/11/2017);20160141874;0.00;CANCELADO;
2;MTR0305;PROPRIEDADES FÍSICAS DOS MATERIAIS;01;1298936-5;24N34;2013066658;7.50;APROVADO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;05;1066958-4;35N34 (24/07/2017 - 16/12/2017);2016094745;1.00;CANCELADO;
2;DCO1006;ANTENAS E PROPAGAÇÃO;01;1840342-7;2T56  46N12;20170152138;5.00;APROVADO POR NOTA;
2;DEB0602;PROCESSOS E CERTIFICAÇÃO DE SOFTWARE EM SAÚDE;01;2488270-6;2N34 4N12;2012922540;8.90;APROVADO;
2;ECT2201;CÁLCULO II;01;1753781-1;46M34 (24/07/2017 - 16/12/2017);20170035070;7.70;APROVADO;
2;ECT2201;CÁLCULO II;03;1753781-1;46M12 (24/07/2017 - 16/12/2017);20170039435;0.00;REPROVADO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03B;3057895-9,2254759-4;24T56 (24/07/2017 - 06/08/2017),  24T56 6T34 (07/08/2017 - 23/09/2017),  24T56 (24/09/2017 - 26/11/2017);20150125483;-;INDEFERIDO;
2;ICE1037;INTRODUÇÃO À NEUROCIÊNCIA;01;1728817-9;24M234 (24/07/2017 - 30/08/2017);2013073877;7.60;APROVADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;10A;1144028-9;7T123 (04/08/2017 - 04/11/2017);2016011410;-;CANCELADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;06A;1717472-6;4M456 (04/08/2017 - 04/11/2017);2016092965;7.40;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;1879244-0;36N12 (24/07/2017 - 16/12/2017);20170034395;-;INDEFERIDO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;05;1066958-4;35N34 (24/07/2017 - 16/12/2017);2015016815;5.50;APROVADO POR NOTA;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;01;2087054-1;2M34 (24/07/2017 - 16/12/2017);20170041498;6.00;APROVADO POR NOTA;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;04;1894891-1;35N12 (24/07/2017 - 16/12/2017);20150126669;5.20;APROVADO POR NOTA;
2;DEB0706;BIOSSEGURANÇA E BIOÉTICA;01;1365498-7;6N1234;2013064116;8.30;APROVADO;
2;MEC1507;SISTEMAS TÉRMICOS I;03;1235107-7;24T56 (24/07/2017 - 16/12/2017);2013075512;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20160159206;-;INDEFERIDO;
2;PTR0312;PROCESSAMENTO PRIMARIO DO PETRÓLEO;01;1718306-7;23T56;2014097659;7.40;APROVADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05A;1170845-1;6T34  35N12 (24/07/2017 - 16/12/2017);2016019473;-;INDEFERIDO;
2;ECT2412;MECÂNICA DOS SÓLIDOS;02;2087565-9;35M12 (24/07/2017 - 16/12/2017);2015000940;-;INDEFERIDO;
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;03;1475328-8;24N12 (24/07/2017 - 16/12/2017);2016015797;9.40;APROVADO;
2;ECT2416;EXPRESSÃO GRÁFICA;01A;1321426-0,1772123-9;35T56 (24/07/2017 - 29/10/2017), 46M34 (30/10/2017 - 16/12/2017);2012924269;5.50;APROVADO POR NOTA;
2;ECT2527;BANCOS DE DADOS PARA WEB;02;2459504-9;2M3456 (24/07/2017 - 16/12/2017);2014056567;-;DESISTENCIA;
2;ECT2403;FÍSICA EXPERIMENTAL II;12A;2325464-7;7T123 (04/08/2017 - 04/11/2017);2015017296;7.60;APROVADO;
2;PTR0211;PERFURAÇÃO DE POÇOS;01;1715039-8;3T56  5N12;2013061150;9.00;APROVADO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;04A;2614800-7,1805797-9,1671947-8;35N12 (24/07/2017 - 09/09/2017),  6T56  35N12 (10/09/2017 - 16/12/2017);2016018734;3.40;CANCELADO;
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;02;1475328-8;35T56 (24/07/2017 - 16/12/2017);2015015157;6.70;APROVADO POR NOTA;
2;ECT2412;MECÂNICA DOS SÓLIDOS;02;2087565-9;35M12 (24/07/2017 - 16/12/2017);20150126570;2.60;REPROVADO;
2;CIV1205;QUALIDADE DA ÁGUA;01;2326351-4;36M34;2014027912;9.00;APROVADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;04;2218079-8;35N12 (24/07/2017 - 16/12/2017);2014097309;5.60;APROVADO POR NOTA;
2;ECT2201;CÁLCULO II;03;1753781-1;46M12 (24/07/2017 - 16/12/2017);2014081087;0.00;CANCELADO;
2;ECT2103;CÁLCULO I;07;6350665-5;2356T56 (02/10/2017 - 16/12/2017);2016015035;5.30;APROVADO POR NOTA;
2;MEC1608;MÁQUINAS DE FLUXO;01;349104-0;24N12 (24/07/2017 - 16/12/2017);2012928203;7.50;APROVADO;
2;DCA0103;ANALISE DE SINAIS E SISTEMAS;02;347052-2;246M34;2015016092;8.20;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170035777;-;INDEFERIDO;
2;ECT2416;EXPRESSÃO GRÁFICA;03A;1772123-9;35T12 (24/07/2017 - 29/10/2017),  35T12 (30/10/2017 - 16/12/2017);2016014950;8.10;APROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;05;3891450-8,1746024-9;4N34 (24/07/2017 - 16/12/2017);20170105791;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2413;MECÂNICA DOS FLUIDOS;04;2391566-0;35N34 (24/07/2017 - 16/12/2017);2014027091;1.30;REPROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05C;2312423-9;7M56  35N12 (24/07/2017 - 26/11/2017);2016017497;7.10;APROVADO;
2;MEC1505;CAD PARA ENGENHARIA I;04;3357809-7;35N34 (24/07/2017 - 16/12/2017);20170042575;-;DESISTENCIA;
2;ECT2701;INTERNET DAS COISAS;01;1763991-5;4T34 (24/07/2017 - 16/12/2017);2016095949;8.50;APROVADO;
2;ICE1028;NEUROECONOMIA;01;346866-8;35M34 (24/07/2017 - 16/12/2017);20170107230;4.00;REPROVADO;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;01;1615358-0;46T56 (24/07/2017 - 16/12/2017);20160109189;5.60;APROVADO POR NOTA;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02C;2757086-1,4523538-6;35M34 (24/07/2017 - 09/09/2017), 35M34  5T34 (10/09/2017 - 16/12/2017);2015089061;-;INDEFERIDO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170035113;8.20;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170101792;-;INDEFERIDO;
2;ECT2413;MECÂNICA DOS FLUIDOS;04;2391566-0;35N34 (24/07/2017 - 16/12/2017);2015018570;5.10;APROVADO POR NOTA;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;05;1674419-7;24N12 (24/07/2017 - 16/12/2017);20160143690;7.00;APROVADO;
2;ECT2414;ELETRICIDADE APLICADA;02B;1658061-5;3M56  35T34 (24/07/2017 - 09/09/2017),  35T34 (10/09/2017 - 25/11/2017);2012048299;-;TRANCADO;
2;CIV1203;PEDOLOGIA;01;1662859-6;24M34;2013063333;5.60;APROVADO POR NOTA;
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;02;1475328-8;35T56 (24/07/2017 - 16/12/2017);2015010830;5.00;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;02;1672787-0;2356T12 (24/07/2017 - 30/09/2017);20170097617;0.00;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20160146899;-;INDEFERIDO;
2;DEB0603;SINAIS E SISTEMAS;01;3223220-1;35N12;2014085228;7.80;APROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05D;2312423-9;6T12  35N12 (24/07/2017 - 26/11/2017);20170040893;5.00;APROVADO POR NOTA;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;04;1544724-5;2N12 (24/07/2017 - 16/12/2017);2015012413;8.60;APROVADO;
2;ECT2301;CÁLCULO III;02;1680333-9;46T34 (24/07/2017 - 16/12/2017);2016014557;0.10;REPROVADO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;03;1753123-5;24M34 (24/07/2017 - 16/12/2017);20170037790;1.80;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);2016014575;-;INDEFERIDO;
2;ECT2307;FÍSICA EXPERIMENTAL I;06A;1717472-6;4M456 (04/08/2017 - 04/11/2017);2016011896;-;INDEFERIDO;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);2016011671;3.20;REPROVADO;
2;ECT2413;MECÂNICA DOS FLUIDOS;03;2391566-0;24N34 (24/07/2017 - 16/12/2017);20150127559;5.10;APROVADO POR NOTA;
2;ECT2201;CÁLCULO II;02;2571630-3;46M34 (24/07/2017 - 16/12/2017);2016021435;0.00;REPROVADO;
2;ECT2101;PRÉ-CÁLCULO;03;1672787-0;2356T34 (24/07/2017 - 30/09/2017);2014085086;-;INDEFERIDO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;05;1066958-4;35N34 (24/07/2017 - 16/12/2017);2015083827;6.20;APROVADO POR NOTA;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01A;1555898-5;456T12 (24/07/2017 - 16/12/2017);20160142675;3.20;REPROVADO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;03;1753123-5;24M34 (24/07/2017 - 16/12/2017);20170037655;0.70;REPROVADO;
2;MEC1609;MECÂNICA DOS SÓLIDOS II;03;1338331-2;24T56 (24/07/2017 - 16/12/2017);2014085120;6.40;APROVADO POR NOTA;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;05;1242299-3;2N12 (24/07/2017 - 16/12/2017);20160152116;4.00;CANCELADO;
2;ECT2416;EXPRESSÃO GRÁFICA;04A;2266607-1;6N1234 (24/07/2017 - 29/10/2017),  6N1234 (30/10/2017 - 16/12/2017);2016006976;7.80;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1091102-4;36N34 (24/07/2017 - 16/12/2017);2015093930;-;CANCELADO;
2;ECT2416;EXPRESSÃO GRÁFICA;03B;1772123-9;35T12 (24/07/2017 - 29/10/2017), 35M56 (30/10/2017 - 16/12/2017);20170003138;5.00;REPROVADO POR NOTA;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01D;1943220-0;24M12  2T34 (24/07/2017 - 26/11/2017);20170042092;1.20;REPROVADO;
2;CIV1104;HIDROLOGIA;01;1759777-5;35T34;2013022250;6.70;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170030930;-;INDEFERIDO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01A;1555898-5;456T12 (24/07/2017 - 16/12/2017);2014097416;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);2010035933;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;02;2410576-9;46M56 (24/07/2017 - 16/12/2017);2015010910;0.00;REPROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);20160107148;2.70;REPROVADO;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;03;1673239-3;2M56 (24/07/2017 - 16/12/2017);20170038311;2.80;REPROVADO;
2;DCA0105;TEORIA DE CIRCUITOS;02;1205246-1;35T34;2014066760;5.80;APROVADO POR NOTA;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04A;1159567-3;5T34  35N34 (24/07/2017 - 16/12/2017);20150127370;0.50;REPROVADO POR MÉDIA E POR FALTAS;
2;MEC1506;METALOGRAFIA E TRATAMENTOS TÉRMICOS;02;2342188-8,2550377-6;2N12 6N34 (24/07/2017 - 16/12/2017);2013007693;-;INDEFERIDO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;04;1544724-5;2N12 (24/07/2017 - 16/12/2017);20160143743;6.50;APROVADO POR NOTA;
2;ECT2202;ÁLGEBRA LINEAR;05;2276754-3;46N12 (24/07/2017 - 16/12/2017);2016011199;-;INDEFERIDO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03D;3057895-9,2254759-4;24T56 (24/07/2017 - 06/08/2017), 7M34  24T56 (07/08/2017 - 23/09/2017),  24T56 (24/09/2017 - 26/11/2017);2015018954;-;CANCELADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01C;1943220-0;24M12  2T34 (24/07/2017 - 26/11/2017);20170030494;1.00;REPROVADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;02B;2114893-9;3M56  46T12 (24/07/2017 - 16/12/2017);2013064045;6.80;APROVADO POR NOTA;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;02;1672409-9;46T56 (24/07/2017 - 16/12/2017);2016014619;5.80;CANCELADO;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01B;1718775-5,2254759-4;46M12 (24/07/2017 - 06/08/2017), 46M12  3T34 (07/08/2017 - 23/09/2017), 46M12 (24/09/2017 - 26/11/2017);2016090209;7.60;APROVADO;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);20170043616;-;INDEFERIDO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;05;1066958-4;35N34 (24/07/2017 - 16/12/2017);2016022737;5.30;APROVADO POR NOTA;
2;DEB0706;BIOSSEGURANÇA E BIOÉTICA;01;1365498-7;6N1234;2015001509;7.00;APROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04C;2312423-9;7M56  35N34 (24/07/2017 - 26/11/2017);2015082169;0.90;CANCELADO;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;02;1672409-9;46T56 (24/07/2017 - 16/12/2017);20170003414;-;DESISTENCIA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;02;2421903-9;2T34 (24/07/2017 - 16/12/2017);20160143770;6.20;APROVADO POR NOTA;
2;DEF0650;ATIVIDADE FISICA, SAUDE E QUALIDADE DE VIDA;01;1971270-9;35N12;20150127370;8.20;APROVADO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02C;4523538-6,2757086-1;35M34 (24/07/2017 - 09/09/2017), 35M34  5T34 (10/09/2017 - 16/12/2017);2015096290;-;INDEFERIDO;
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;03;1475328-8;24N12 (24/07/2017 - 16/12/2017);2016021936;8.10;APROVADO;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);20170033398;5.00;APROVADO POR NOTA;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;01;1753896-5;46M56 (24/07/2017 - 16/12/2017);20170031698;0.00;REPROVADO;
2;MTR0301;ESTRUTURA DOS MATERIAIS;01;1938946-1;24N12;2015091613;5.10;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;04;1755308-5;2N12 (24/07/2017 - 16/12/2017);20160143832;7.20;APROVADO;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);20160159135;2.40;REPROVADO;
2;ECT2101;PRÉ-CÁLCULO;06;1671983-4;2356N34 (24/07/2017 - 30/09/2017);20160158414;-;INDEFERIDO;
2;DCO1005;PRINCÍPIOS DE TELECOMUNICAÇÕES;01;349732-3;35N34;2013081430;5.10;APROVADO POR NOTA;
2;MEC1609;MECÂNICA DOS SÓLIDOS II;02;434906-9;24N12 (24/07/2017 - 16/12/2017);2014085157;5.50;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;03;1755308-5;2T56 (24/07/2017 - 16/12/2017);20150126936;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;02A;1523912-0;2M56  25T34 (24/07/2017 - 16/12/2017);2014084759;2.40;CANCELADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;2312423-9,4687943-1;7M12  35N12 (24/07/2017 - 26/11/2017);2014084928;0.00;REPROVADO;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170037655;5.10;APROVADO POR NOTA;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);20160107522;-;DESISTENCIA;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;05;1674419-7;24N12 (24/07/2017 - 16/12/2017);2016010253;7.80;APROVADO;
2;MEC1507;SISTEMAS TÉRMICOS I;04;1235107-7;35T56 (24/07/2017 - 16/12/2017);2015016314;7.60;APROVADO;
2;ECT2201;CÁLCULO II;03;1753781-1;46M12 (24/07/2017 - 16/12/2017);20160108181;4.70;REPROVADO;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;04;3913659-2;2N34 (24/07/2017 - 16/12/2017);20160159180;2.80;CANCELADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;01A;2325464-7;2M123 (04/08/2017 - 04/11/2017);2014089577;6.10;APROVADO POR NOTA;
