periodo;codigo;nome;turma;siape;horário;matricula;nota;situação
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03D;2254759-4,3057895-9;24T56 (19/02/2018 - 25/02/2018), 6M56  24T56 (26/02/2018 - 20/04/2018),  24T56 (21/04/2018 - 09/06/2018);2014096437;5.60;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);2014095888;6.70;APROVADO POR NOTA
1;ECT1503;MATEMÁTICA FINANCEIRA;1;1753123-5;46T34 (19/02/2018 - 07/07/2018);2014085246;5.40;APROVADO POR NOTA
1;ECT1503;MATEMÁTICA FINANCEIRA;1;1753123-5;46T34 (19/02/2018 - 07/07/2018);20180030335;0.00;REPROVADO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05A;1170845-1;6T34  35N12 (19/02/2018 - 07/07/2018);2016015071;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2403;FÍSICA EXPERIMENTAL II;08A;1801831-1;7M123 (26/02/2018 - 02/06/2018);20160147546;5.20;APROVADO POR NOTA
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);20150126159;5.00;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;6;1671983-4;2356N34 (30/04/2018 - 07/07/2018);20170139440;0.30;REPROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;3;1242299-3;2M56 (19/02/2018 - 07/07/2018);2016019473;0.00;REPROVADO
1;ECT2301;CÁLCULO III;2;1753781-1;46M34 (19/02/2018 - 07/07/2018);20150121671;5.00;APROVADO POR NOTA
1;MEC1509;METROLOGIA INDUSTRIAL;1;1792681-7;35M1234 (03/05/2018 - 07/07/2018);2015082300;7.30;APROVADO
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;1;1509949-2;35T34 (19/02/2018 - 07/07/2018);2016011555;5.60;APROVADO POR NOTA
1;ECT2201;CÁLCULO II;1;2583622-8;46T34 (19/02/2018 - 07/07/2018);2015012511;-;INDEFERIDO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;02B;3051115-3,1805797-9,1159567-3;46M12  4T56 (19/02/2018 - 07/07/2018);20170041219;-;TRANCADO
1;CIV0348;LEGISLACAO E SEGURANCA DO TRABALHO;3;1330408-1;24N12;2012918637;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753896-5,2410576-9;46T56 (19/02/2018 - 07/07/2018);2015092890;0.00;CANCELADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05D;2312423-9;7T34  35N12 (19/02/2018 - 16/06/2018);20170037771;5.10;APROVADO POR NOTA
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);2016019858;-;INDEFERIDO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;4857669-9;36M56 (19/02/2018 - 07/07/2018);2015092156;-;INDEFERIDO
1;ECT2201;CÁLCULO II;3;2583622-8;46T12 (19/02/2018 - 07/07/2018);2016011994;5.30;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;5;1879244-0;36N34 (19/02/2018 - 07/07/2018);20170139163;2.80;CANCELADO
1;ECT2413;MECÂNICA DOS FLUIDOS;3;2391566-0;46N12 (19/02/2018 - 07/07/2018);2014066189;1.80;CANCELADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;01B;1763991-5;5M34  24T12 (19/02/2018 - 16/06/2018);20180038057;-;INDEFERIDO
1;ECT2101;PRÉ-CÁLCULO;5;6350665-5;2356N12 (19/02/2018 - 28/04/2018);20170133698;5.00;APROVADO POR NOTA
1;ECT1552;INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS;1;2410576-9;35T12 (19/02/2018 - 07/07/2018);2014066240;7.40;APROVADO
1;ECT1530;PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS;1;1746024-9;24T56 (19/02/2018 - 07/07/2018);2015016913;8.00;APROVADO
1;DCA0202;CIRCUITOS DIGITAIS;01C;1205246-1,2380699-2;35T12 6T34;2012923753;0.80;CANCELADO
1;ECT2401;COMPUTAÇÃO NUMÉRICA;01C;4523538-6;35T12 (19/02/2018 - 07/04/2018), 4M56  35T12 (08/04/2018 - 07/07/2018);2016015198;7.10;APROVADO
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;5;1672409-9;24N12 (19/02/2018 - 07/07/2018);20160142648;7.00;APROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;01D;1763991-5,2459504-9;5M56  24T12 (19/02/2018 - 16/06/2018);20170039014;5.00;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20170118520;0.00;REPROVADO
1;ICE1004;BIOFÍSICA NEURAL;1;2069422-1;24T34 (07/05/2018 - 04/07/2018);20150121690;8.50;APROVADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,2410576-9;24T34 (19/02/2018 - 07/07/2018);2015017957;-;CANCELADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);20170116703;4.00;REPROVADO
1;ECT2101;PRÉ-CÁLCULO;6;1674079-5;2356N34 (19/02/2018 - 28/04/2018);20160143467;0.90;REPROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);20160112685;-;INDEFERIDO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;4;1801831-1;35N34 (19/02/2018 - 07/07/2018);20170038358;8.50;APROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;2340200-0;35N12 (19/02/2018 - 07/07/2018);2014097013;-;INDEFERIDO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;4;2410576-9,1753896-5;46N34 (19/02/2018 - 07/07/2018);2016091986;1.90;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;3;2571630-3;36M34 (19/02/2018 - 07/07/2018);20170106476;-;INDEFERIDO
1;ECT2414;ELETRICIDADE APLICADA;03A;1569480-3;2T56  46N12 (19/02/2018 - 08/04/2018),  46N12 (09/04/2018 - 16/06/2018);2015091355;5.90;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20170041872;-;INDEFERIDO
1;ECT1566;GESTÃO DO CONHECIMENTO;1;1242299-3;24M34 (19/02/2018 - 07/07/2018);2014048823;9.00;APROVADO
1;ECT1560;FUNDAMENTOS EM DESENVOLVIMENTO SUSTENTÁVEL;1;1615358-0;5N12 (19/02/2018 - 07/07/2018);20180040636;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20170033173;-;INDEFERIDO
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);2015013312;-;INDEFERIDO
1;ECT2201;CÁLCULO II;2;2998751-4;46T34 (19/02/2018 - 07/07/2018);20170039239;5.30;APROVADO POR NOTA
1;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;7;1804066-9;2N1234 (19/02/2018 - 07/07/2018);2015094670;-;INDEFERIDO
1;ECT2103;CÁLCULO I;8;2646069-8;35T56 (19/02/2018 - 07/07/2018);2016020017;-;CANCELADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;1746024-9;4N34 (19/02/2018 - 07/07/2018);20170118520;3.40;REPROVADO POR MÉDIA E POR FALTAS
1;COM0165;FORMAÇÃO ECONÔMICA, SOCIAL E CULTURAL DO BRASIL;1;3051477-2,2414685-6;35T56;20170138540;-;INDEFERIDO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170037771;2.50;REPROVADO
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;4;2325464-7,2218079-8;24N34 (19/02/2018 - 07/07/2018);20150126195;5.70;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170035810;7.40;APROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;2340200-0;35N12 (19/02/2018 - 07/07/2018);2013081251;7.00;APROVADO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;03D;2836616-8,2993322-8;46M34  4T56 (19/02/2018 - 07/07/2018);20170031070;2.30;REPROVADO
1;DEF0651;ATIVIDADE FISICA, LAZER E CULTURA;3;346091-8;24T56;2016014735;-;INDEFERIDO
1;MEC1610;ELEMENTOS DE AUTOMAÇÃO INDUSTRIAL;2;3030693-2;24T34 (19/02/2018 - 07/07/2018);20150126711;6.60;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;01B;1763991-5;5M34  24T12 (19/02/2018 - 16/06/2018);20170118000;8.10;APROVADO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;4;1319338-6;2N12 (19/02/2018 - 07/07/2018);20170183241;5.90;APROVADO POR NOTA
1;CIV1306;GESTÃO DE RECURSOS HÍDRICOS;1;1759777-5;3T12 6T34;2015016010;7.70;APROVADO
1;CON4101;CONTABILIDADE BÁSICA I;1;349788-9;4M1234;20160107522;-;INDEFERIDO
1;ECT2301;CÁLCULO III;2;1753781-1;46M34 (19/02/2018 - 07/07/2018);20150126810;-;INDEFERIDO
1;ECT1503;MATEMÁTICA FINANCEIRA;1;1753123-5;46T34 (19/02/2018 - 07/07/2018);20160106740;4.30;REPROVADO
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);2013023561;-;INDEFERIDO
1;ECT2103;CÁLCULO I;6;1671983-4;2356N34 (30/04/2018 - 07/07/2018);2016014735;-;INDEFERIDO
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;3;1615358-0;35M34 (19/02/2018 - 07/07/2018);20180001880;5.90;APROVADO POR NOTA
1;ECT2301;CÁLCULO III;3;1753781-1;46M12 (19/02/2018 - 07/07/2018);2015017957;-;INDEFERIDO
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01C;3057895-9,2254759-4;24T34 (19/02/2018 - 25/02/2018), 3M34  24T34 (26/02/2018 - 20/04/2018),  24T34 (21/04/2018 - 09/06/2018);20170030959;6.30;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);2015010419;-;INDEFERIDO
1;MEC1508;DINÂMICA;3;347304-1;24M34 (19/02/2018 - 07/07/2018);2013046780;-;INDEFERIDO
1;CIV0348;LEGISLACAO E SEGURANCA DO TRABALHO;2;1149549-1;35M34;20180010860;9.20;APROVADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,2410576-9;24T34 (19/02/2018 - 07/07/2018);2015090670;-;CANCELADO
1;ECT2403;FÍSICA EXPERIMENTAL II;07A;2913810-0;6M456 (26/02/2018 - 02/06/2018);2014085110;-;INDEFERIDO
1;ECT2701;INTERNET DAS COISAS;1;1763991-5;5T34 (19/02/2018 - 07/07/2018);20160141856;-;INDEFERIDO
1;ECT2103;CÁLCULO I;7;1091102-4;2356M56 (30/04/2018 - 07/07/2018);2016018770;3.70;REPROVADO
1;CIN0038;METODOLOGIA DA PESQUISA I;3;1306935-9;4N12;20160108181;-;INDEFERIDO
1;DCA0202;CIRCUITOS DIGITAIS;01D;2413302-9,2380699-2;345T12;2015016575;-;CANCELADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;4;1914304-6;35N34 (19/02/2018 - 07/07/2018);20150127343;-;CANCELADO
1;ECT2201;CÁLCULO II;5;1680333-9;46N34 (19/02/2018 - 07/07/2018);20170043975;0.80;REPROVADO
1;ECT2101;PRÉ-CÁLCULO;7;3550015-0;246T12 (19/03/2018 - 15/06/2018);20170042637;-;INDEFERIDO
1;CIV0348;LEGISLACAO E SEGURANCA DO TRABALHO;1;1330408-1;24N34;2014074467;7.80;APROVADO
1;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;13;2646318-2;3M3456 (19/02/2018 - 07/07/2018);20160130502;-;INDEFERIDO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;02D;1434796-4,1943220-0;2M56  24T12 (19/02/2018 - 16/06/2018);20170183297;1.60;REPROVADO
1;ECT2103;CÁLCULO I;5;1671983-4;2356N12 (30/04/2018 - 07/07/2018);20170035418;0.20;REPROVADO
1;ECT2416;EXPRESSÃO GRÁFICA;04A;1321426-0;2N1234 (19/02/2018 - 27/05/2018),  2N1234 (28/05/2018 - 07/07/2018);2015094114;-;INDEFERIDO
1;ECT2413;MECÂNICA DOS FLUIDOS;2;2391566-0;24T34 (19/02/2018 - 07/07/2018);2014074369;1.30;REPROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);20170116249;-;INDEFERIDO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;2;1242299-3;2M12 (19/02/2018 - 07/07/2018);2014048805;-;CANCELADO
1;IMD1001;MATEMÁTICA ELEMENTAR;4;4857233-2;35T56 (19/02/2018 - 07/07/2018);20180001487;0.30;CANCELADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;1879244-0;36N12 (19/02/2018 - 07/07/2018);20150126749;-;INDEFERIDO
1;DEB1108;ALGORITMO E PROGRAMAÇÃO ORIENTADA A OBJETOS;1;2488270-6;2N12 4N34;2014085237;6.90;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;6;1674079-5;2356N34 (19/02/2018 - 28/04/2018);20170001456;5.60;APROVADO POR NOTA
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;2;1755308-5;2M34 (19/02/2018 - 07/07/2018);20180001843;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;1354851-6;35T34 (19/02/2018 - 07/07/2018);20150139451;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);2015095416;0.70;REPROVADO POR MÉDIA E POR FALTAS
1;MOR0039;EMBRIOLOGIA HUMANA PARA O CURSO DE FARMÁCIA;1;3492786-9;6M34;2015092951;-;INDEFERIDO
1;MEC1509;METROLOGIA INDUSTRIAL;1;1792681-7;35M1234 (03/05/2018 - 07/07/2018);2015090877;6.80;APROVADO POR NOTA
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;4;1914304-6;35N34 (19/02/2018 - 07/07/2018);20170038438;-;EXCLUIDA
1;ECT2412;MECÂNICA DOS SÓLIDOS;2;1752508-1;35T12 (19/02/2018 - 07/07/2018);2015012772;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;01D;1763991-5,2459504-9;5M56  24T12 (19/02/2018 - 16/06/2018);20170034377;7.90;APROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;5;1879244-0;36N34 (19/02/2018 - 07/07/2018);2014075105;6.40;APROVADO POR NOTA
1;QUI0070;QUIMICA GERAL E INORGANICA;3;1859346-3;24N12;2015082300;-;INDEFERIDO
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;5;1672409-9;24N12 (19/02/2018 - 07/07/2018);2016013498;7.20;APROVADO
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);2015012010;1.10;REPROVADO POR MÉDIA E POR FALTAS
1;ECT1503;MATEMÁTICA FINANCEIRA;1;1753123-5;46T34 (19/02/2018 - 07/07/2018);2014085012;6.50;APROVADO POR NOTA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170115742;1.30;REPROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;2312423-9;3T34  35N12 (19/02/2018 - 16/06/2018);20160143313;-;INDEFERIDO
1;ADM0523;EMPREENDEDORISMO E PLANO DE NEGÓCIOS;1;330898-9;24T34;20150126604;-;TRANCADO
1;MOR0070;BLOCO MORFOLOGICO;1;3492786-9,3005521-2,1667882-8,2318723-1;24N1234;20170149375;5.00;APROVADO POR NOTA
1;ECT2301;CÁLCULO III;2;1753781-1;46M34 (19/02/2018 - 07/07/2018);2015016575;-;INDEFERIDO
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;04A;3057895-9;35N34 (19/02/2018 - 25/02/2018), 7M56  35N34 (26/02/2018 - 20/04/2018),  35N34 (21/04/2018 - 09/06/2018);20180038852;0.20;REPROVADO
1;ECT2101;PRÉ-CÁLCULO;7;3550015-0;246T12 (19/03/2018 - 15/06/2018);20180007954;-;TRANCADO
1;ECT2412;MECÂNICA DOS SÓLIDOS;4;2391566-0;35N34 (19/02/2018 - 07/07/2018);2015095739;5.30;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20160141981;1.10;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2403;FÍSICA EXPERIMENTAL II;09A;1801831-1;7M456 (26/02/2018 - 02/06/2018);2015012950;5.20;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;2;2340200-0;35T56 (19/02/2018 - 07/07/2018);2014097265;-;INDEFERIDO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;2;1475328-8;35M56 (19/02/2018 - 07/07/2018);20170033932;8.20;APROVADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;3;1673239-3;2M56 (19/02/2018 - 07/07/2018);20170149615;6.80;APROVADO POR NOTA
1;ECT2416;EXPRESSÃO GRÁFICA;03B;1321426-0,2266607-1;35M12 (19/02/2018 - 27/05/2018), 35M12 (28/05/2018 - 07/07/2018);20180010860;0.50;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2201;CÁLCULO II;1;2583622-8;46T34 (19/02/2018 - 07/07/2018);2015018678;0.90;REPROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;04C;2312423-9;7T12  35N34 (19/02/2018 - 16/06/2018);20160154139;0.00;REPROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;3;1242299-3;2M56 (19/02/2018 - 07/07/2018);2013043214;6.80;APROVADO POR NOTA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;3;2913810-0;35T56 (19/02/2018 - 07/07/2018);2016009978;1.50;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;4857669-9;36M56 (19/02/2018 - 07/07/2018);20170044032;-;INDEFERIDO
1;MEC1509;METROLOGIA INDUSTRIAL;3;1150023-1;35N1234 (03/05/2018 - 07/07/2018);2015015952;-;INDEFERIDO
1;DEB0701;RESISTÊNCIA DOS MATERIAIS;1;2562782-3;35N12;2014066518;-;INDEFERIDO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4M56 (19/02/2018 - 07/07/2018);20160142011;0.00;CANCELADO
1;ECT1552;INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS;1;2410576-9;35T12 (19/02/2018 - 07/07/2018);2014027322;8.20;APROVADO
1;ECT2412;MECÂNICA DOS SÓLIDOS;2;1752508-1;35T12 (19/02/2018 - 07/07/2018);2016016598;0.00;CANCELADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753123-5;46T56 (19/02/2018 - 07/07/2018);20170034134;-;CANCELADO
1;ECT2103;CÁLCULO I;8;2646069-8;35T56 (19/02/2018 - 07/07/2018);20160143814;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;DCA0202;CIRCUITOS DIGITAIS;01A;1205246-1,2413302-9;3T12 5T1234;2014097499;5.70;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20160141810;7.00;APROVADO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01C;1555898-5,1845280-1,4687943-1;46M12  5T12 (19/02/2018 - 07/07/2018);20160002262;-;INDEFERIDO
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20170138120;4.00;REPROVADO
1;ECT2401;COMPUTAÇÃO NUMÉRICA;02B;1671947-8;35T34 (19/02/2018 - 07/04/2018), 3M34  35T34 (08/04/2018 - 07/07/2018);2014066821;0.60;CANCELADO
1;ECT2202;ÁLGEBRA LINEAR;4;2565098-1;46N34 (19/02/2018 - 07/07/2018);2015082900;-;INDEFERIDO
1;DCA0120;PROJETO E DESENVOLVIMENTO DE SOFTWARE;1;2414410-1;35M12;2015011953;9.00;APROVADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;2410576-9,1753896-5;46T56 (19/02/2018 - 07/07/2018);20170116928;0.00;REPROVADO
1;ECT1562;POLÍTICAS, PLANEJAMENTO E GESTÃO DO MEIO AMBIENTE;1;1674419-7,1717461-1;24T34 (19/02/2018 - 07/07/2018);2015016913;8.10;APROVADO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;5;2550037-8;35N34 (19/02/2018 - 07/07/2018);2014083617;2.10;CANCELADO
1;ECT2403;FÍSICA EXPERIMENTAL II;10A;2325464-7;7T123 (26/02/2018 - 02/06/2018);2016092802;-;INDEFERIDO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1756325-1;35T34 (19/02/2018 - 07/07/2018);20170138291;5.80;APROVADO POR NOTA
1;ECT2201;CÁLCULO II;1;2583622-8;46T34 (19/02/2018 - 07/07/2018);20160141981;2.20;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;7;1912054-2;36M34 (19/02/2018 - 07/07/2018);2016018770;0.80;REPROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);2015095695;-;INDEFERIDO
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;1;1717461-1;24M56 (19/02/2018 - 07/07/2018);2016018135;-;CANCELADO
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);2015093832;-;INDEFERIDO
1;ECT2101;PRÉ-CÁLCULO;7;3550015-0;246T12 (19/03/2018 - 15/06/2018);20170138925;-;INDEFERIDO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180128029;0.30;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180128029;1.40;REPROVADO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180128029;0.30;REPROVADO
1;ECT2104;QUÍMICA GERAL;01C;1255011-8,1481705-7;25M56  3T56 (19/02/2018 - 07/07/2018);20180128029;1.50;REPROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180128029;5.10;APROVADO POR NOTA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180128029;5.20;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;3;6350665-5;2356M56 (19/02/2018 - 28/04/2018);20180128083;2.50;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;3;2571630-3;36M34 (19/02/2018 - 07/07/2018);20180128083;6.00;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;3;2196137-1;2356M56 (30/04/2018 - 07/07/2018);20180128083;0.00;REPROVADO
1;ECT2104;QUÍMICA GERAL;03D;3432383-1;25M34  6T12 (19/02/2018 - 07/07/2018);20180128083;7.50;APROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;3;3891450-8;4M34 (19/02/2018 - 07/07/2018);20180128083;7.20;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;3;1148551-7;4M56 (19/02/2018 - 07/07/2018);20180128083;6.10;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;4;1674079-5;2356N12 (19/02/2018 - 28/04/2018);20180128842;-;TRANCADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20180128842;-;TRANCADO
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20180128842;-;TRANCADO
1;ECT2104;QUÍMICA GERAL;04A;2276334-3;2T56  25N34 (19/02/2018 - 07/07/2018);20180128842;1.90;REPROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;1746024-9;4N34 (19/02/2018 - 07/07/2018);20180128842;6.10;APROVADO POR NOTA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (19/02/2018 - 07/07/2018);20180128842;6.10;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180129026;2.60;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180129026;5.00;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180129026;-;TRANCADO
1;ECT2104;QUÍMICA GERAL;01C;1255011-8,1481705-7;25M56  3T56 (19/02/2018 - 07/07/2018);20180129026;3.40;REPROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180129026;7.40;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180129026;5.10;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180129287;0.10;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180129287;1.00;REPROVADO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180129287;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2104;QUÍMICA GERAL;01D;1481705-7,1255011-8;25M56  4T12 (19/02/2018 - 07/07/2018);20180129287;1.20;REPROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180129287;6.20;APROVADO POR NOTA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180129287;5.90;APROVADO POR NOTA
