periodo;codigo;nome;turma;siape;horário;matricula;nota;situação
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170116605;4.40;REPROVADO
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01C;2254759-4,3057895-9;24T34 (19/02/2018 - 25/02/2018), 3M34  24T34 (26/02/2018 - 20/04/2018),  24T34 (21/04/2018 - 09/06/2018);2015093117;5.40;APROVADO POR NOTA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;1354851-6;35T34 (19/02/2018 - 07/07/2018);2014066278;0.30;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;3;1475328-8;35N12 (19/02/2018 - 07/07/2018);2013044098;5.00;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;7;3550015-0;246T12 (19/03/2018 - 15/06/2018);20170115920;5.00;APROVADO POR NOTA
1;ECT2104;QUÍMICA GERAL;03C;3432383-1;25M34 6M12 (19/02/2018 - 07/07/2018);20170100211;5.00;APROVADO POR NOTA
1;ECT2512;FUNDAMENTOS DE PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA;1;2410576-9,1753896-5;35T34 (19/02/2018 - 07/07/2018);2012971527;8.60;APROVADO
1;CIV1104;HIDROLOGIA;1;1759777-5;35T34;2012928375;-;INDEFERIDO
1;ECT2202;ÁLGEBRA LINEAR;2;2340200-0;35T56 (19/02/2018 - 07/07/2018);2016020394;5.30;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;3;2571630-3;36M34 (19/02/2018 - 07/07/2018);20170045030;-;INDEFERIDO
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20160141794;-;INDEFERIDO
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01C;3057895-9,2254759-4;24T34 (19/02/2018 - 25/02/2018), 3M34  24T34 (26/02/2018 - 20/04/2018),  24T34 (21/04/2018 - 09/06/2018);20160143251;5.00;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;01C;2459504-9,1763991-5;5M56  24T12 (19/02/2018 - 16/06/2018);20170033370;9.20;APROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);20170033692;1.00;CANCELADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;3;1242299-3;2M56 (19/02/2018 - 07/07/2018);2016020957;6.80;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;7;3550015-0;246T12 (19/03/2018 - 15/06/2018);20150127890;-;INDEFERIDO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170105450;0.30;REPROVADO
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);2014085362;6.70;APROVADO POR NOTA
1;ECT2403;FÍSICA EXPERIMENTAL II;01A;2325464-7;3M123 (26/02/2018 - 02/06/2018);2015014552;7.30;APROVADO
1;ECT2403;FÍSICA EXPERIMENTAL II;01A;2325464-7;3M123 (26/02/2018 - 02/06/2018);2014068192;-;INDEFERIDO
1;MTR0303;NANOMATERIAIS;1;1883170-4;24T34;2015091613;5.10;APROVADO POR NOTA
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03D;3057895-9,2254759-4;24T56 (19/02/2018 - 25/02/2018), 6M56  24T56 (26/02/2018 - 20/04/2018),  24T56 (21/04/2018 - 09/06/2018);20170043616;3.60;CANCELADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;3;1475328-8;35N12 (19/02/2018 - 07/07/2018);20150126847;0.00;CANCELADO
1;CAC2012;POLUIÇÃO ATMOSFÉRICA;1;1879213-0;35T12;2014048485;-;DESISTENCIA
1;ECT1562;POLÍTICAS, PLANEJAMENTO E GESTÃO DO MEIO AMBIENTE;1;1674419-7,1717461-1;24T34 (19/02/2018 - 07/07/2018);20170003334;8.80;APROVADO
1;ECT2101;PRÉ-CÁLCULO;6;1674079-5;2356N34 (19/02/2018 - 28/04/2018);20180000452;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (19/02/2018 - 07/07/2018);20170149633;-;INDEFERIDO
1;ECT2414;ELETRICIDADE APLICADA;03D;1569480-3;7M34  46N12 (19/02/2018 - 08/04/2018),  46N12 (09/04/2018 - 16/06/2018);2011008172;-;INDEFERIDO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;4;1753896-5,2410576-9;46N34 (19/02/2018 - 07/07/2018);2015010974;-;CANCELADO
1;MEC1802;TRANSMISSÃO DE CALOR;1;3030686-0;24T34 (19/02/2018 - 07/07/2018);2014097130;5.40;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20170138611;1.70;REPROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);20170138415;4.50;REPROVADO
1;ECT2416;EXPRESSÃO GRÁFICA;01A;1321426-0,1772123-9;35M56 (19/02/2018 - 27/05/2018),  25T12 (28/05/2018 - 07/07/2018);20170044711;7.40;APROVADO
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);20170000744;-;INDEFERIDO
1;MEC1601;PROCESSOS DE FABRICAÇÃO MECÂNICA I;1;2613355-7;35T56 (19/02/2018 - 07/07/2018);2014097381;6.10;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;6;1674079-5;2356N34 (19/02/2018 - 28/04/2018);20150127871;-;CANCELADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05D;2312423-9;7T34  35N12 (19/02/2018 - 16/06/2018);20160158530;4.70;REPROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);20170139341;1.60;CANCELADO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;03A;2836616-8,2993322-8;46M34  2T34 (19/02/2018 - 07/07/2018);20170099110;-;INDEFERIDO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);20160107246;3.20;REPROVADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;3;1475328-8;35N12 (19/02/2018 - 07/07/2018);20160146351;0.70;REPROVADO POR MÉDIA E POR FALTAS
1;PTR0111;FUNDAMENTOS DA ENGENHARIA DE PETRÓLEO;1;347559-1;2T56  2N12;2012926405;6.70;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;2312423-9;3T34  35N12 (19/02/2018 - 16/06/2018);20170139000;3.00;REPROVADO
1;ECT2401;COMPUTAÇÃO NUMÉRICA;04C;2757086-1,2614800-7;35N12 (19/02/2018 - 07/04/2018),  4T12  35N12 (08/04/2018 - 07/07/2018);20160142577;2.80;REPROVADO
1;PTR0112;GEOLOGIA E GEOFÍSICA DE PETRÓLEO;1;1347984-1;2T34 4T56;2015092432;5.20;APROVADO POR NOTA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;3;1148551-7;4M56 (19/02/2018 - 07/07/2018);20170183134;8.00;APROVADO
1;ECT1566;GESTÃO DO CONHECIMENTO;1;1242299-3;24M34 (19/02/2018 - 07/07/2018);2012924053;-;CANCELADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);20170115223;5.00;APROVADO POR NOTA
1;PTR0515;FENÔMENOS DE SUPERFÍCIE APLICADOS AOS FLUIDOS DE PERFURAÇÃO;1;1531209-9;35T34;2013020283;5.90;APROVADO POR NOTA
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;4;1753896-5,2410576-9;46N34 (19/02/2018 - 07/07/2018);20160143153;-;CANCELADO
1;MTR0403;TRANSFORMAÇÃO DE FASES E TRATAMENTOS TÉRMICOS;1;2414250-8;24T56;2012922578;-;INDEFERIDO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;1354851-6;35T34 (19/02/2018 - 07/07/2018);20170044776;6.60;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;1;1508148-8;35T56 (19/02/2018 - 07/07/2018);2016018510;0.50;REPROVADO POR MÉDIA E POR FALTAS
1;MEC1705;CAD PARA ENGENHARIA II;1;350690-0,2343264-2;2M3456 (19/02/2018 - 07/07/2018);2015084600;6.80;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20170040276;-;INDEFERIDO
1;DCA1202;PROGRAMAÇAO AVANÇADA;02A;1279464-5;246M12;2016011330;10.00;APROVADO
1;MEC1701;PROCESSOS DE FABRICAÇÃO MECÂNICA II;1;2613355-7;35M56 (19/02/2018 - 07/07/2018);2012922961;-;INDEFERIDO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;2340200-0;35N12 (19/02/2018 - 07/07/2018);20150126702;5.70;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);20170042154;-;INDEFERIDO
1;CIV1101;GEOLOGIA AMBIENTAL;1;3030421-2;35T56;2015092610;8.00;APROVADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,2410576-9;24T34 (19/02/2018 - 07/07/2018);20160142488;0.00;REPROVADO
1;ECT2103;CÁLCULO I;8;2646069-8;35T56 (19/02/2018 - 07/07/2018);20170035310;5.20;APROVADO POR NOTA
1;DCA0110;MODELAGEM E ANALISE DE SISTEMAS DINAMICOS;1;2453033-8;35M34;2015013410;8.00;APROVADO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01A;4687943-1,1555898-5;46M12  6T12 (19/02/2018 - 07/07/2018);2015020756;0.30;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170035712;6.70;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;3;1673239-3;2M56 (19/02/2018 - 07/07/2018);20170034297;4.80;REPROVADO
1;ECT2101;PRÉ-CÁLCULO;5;6350665-5;2356N12 (19/02/2018 - 28/04/2018);20170118029;0.00;REPROVADO
1;ECT2403;FÍSICA EXPERIMENTAL II;07A;2913810-0;6M456 (26/02/2018 - 02/06/2018);2014095968;-;INDEFERIDO
1;ECT2416;EXPRESSÃO GRÁFICA;01B;1772123-9,1321426-0;35M56 (19/02/2018 - 27/05/2018),  35T56 (28/05/2018 - 07/07/2018);2015096290;1.40;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2202;ÁLGEBRA LINEAR;4;2565098-1;46N34 (19/02/2018 - 07/07/2018);20150127746;1.00;CANCELADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;2340200-0;35N12 (19/02/2018 - 07/07/2018);20170044936;-;INDEFERIDO
1;ECT1563;POLÍTICA, PLANEJAMENTO E GESTÃO EM SANEAMENTO;1;1615358-0;35T56  3N12 (19/02/2018 - 07/07/2018);2012927144;7.30;APROVADO
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);2015014552;8.10;APROVADO
1;ECT2103;CÁLCULO I;5;1671983-4;2356N12 (30/04/2018 - 07/07/2018);20160142085;-;INDEFERIDO
1;ECT2301;CÁLCULO III;2;1753781-1;46M34 (19/02/2018 - 07/07/2018);20170038590;0.70;REPROVADO
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);20160001748;-;INDEFERIDO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;03C;1434796-4,1943220-0;4M34  24T56 (19/02/2018 - 16/06/2018);20170183143;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2401;COMPUTAÇÃO NUMÉRICA;02A;1671947-8;35T34 (19/02/2018 - 07/04/2018), 3M34  35T34 (08/04/2018 - 07/07/2018);2016092286;6.80;APROVADO POR NOTA
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;1;1319338-6;2M34 (19/02/2018 - 07/07/2018);20170031830;8.60;APROVADO
1;ECT2416;EXPRESSÃO GRÁFICA;05A;1772123-9;2N1234 (19/02/2018 - 27/05/2018),  2N1234 (28/05/2018 - 07/07/2018);2012924527;5.70;APROVADO POR NOTA
1;ELE1524;ACIONAMENTOS ELETRÔNICOS DE POTÊNCIA;1;1196444-0;35M56;2015083925;6.70;APROVADO POR NOTA
1;DBF3003;BIOFÍSICA;01A;7336527-2;35N34;2013050602;6.30;APROVADO POR NOTA
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);20160158521;7.10;APROVADO
1;DCA0100;MATEMATICA DISCRETA;1;1149639-0;35M56;2016009870;9.70;APROVADO
1;MEC1505;CAD PARA ENGENHARIA I;1;1792669-8;35M1234 (19/02/2018 - 26/04/2018);2013072673;-;INDEFERIDO
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20170037870;7.10;APROVADO
1;DCA0100;MATEMATICA DISCRETA;1;1149639-0;35M56;2013022976;9.20;APROVADO
1;MEC1208;INTRODUCAO À ENGENHARIA AERONÁUTICA;1;1338331-2;24N12 (19/02/2018 - 07/07/2018);2014084946;8.10;APROVADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);20160106703;1.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2201;CÁLCULO II;3;2583622-8;46T12 (19/02/2018 - 07/07/2018);2016012759;-;INDEFERIDO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;2410576-9,1753896-5;46T56 (19/02/2018 - 07/07/2018);20170040893;5.00;APROVADO POR NOTA
1;CIV1101;GEOLOGIA AMBIENTAL;1;3030421-2;35T56;20170148510;8.00;APROVADO
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20160002781;0.80;REPROVADO POR MÉDIA E POR FALTAS
1;PTR0214;POÇOS DIRECIONAIS E ESPECIAIS;1;1719112-4;6T1234;2014084427;6.20;APROVADO POR NOTA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20150127488;4.20;REPROVADO
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);2016020170;0.30;REPROVADO POR MÉDIA E POR FALTAS
1;MEC1612;INTRODUÇÃO AOS PROCESSOS DE FABRICAÇÃO MECÂNICA;1;2718169-5;24T34 6T12;2014048215;-;TRANCADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);20170115401;6.60;APROVADO POR NOTA
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03A;3057895-9,2254759-4;24T56 (19/02/2018 - 25/02/2018), 7M12  24T56 (26/02/2018 - 20/04/2018),  24T56 (21/04/2018 - 09/06/2018);20170096155;-;CANCELADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;3;1475328-8;35N12 (19/02/2018 - 07/07/2018);20160106623;-;INDEFERIDO
1;ECT2301;CÁLCULO III;3;1753781-1;46M12 (19/02/2018 - 07/07/2018);20170032274;5.80;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);20170031894;6.60;APROVADO POR NOTA
1;ECT2416;EXPRESSÃO GRÁFICA;02A;1321426-0;35M56 (19/02/2018 - 27/05/2018),  36T12 (28/05/2018 - 07/07/2018);20150125680;5.10;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);20170139403;-;CANCELADO
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20150125133;-;INDEFERIDO
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);2015013798;6.00;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170147316;5.30;APROVADO POR NOTA
1;ECT2104;QUÍMICA GERAL;06A;2275848-0,1255011-8;7M12  25N12 (19/02/2018 - 07/07/2018);20170030930;-;INDEFERIDO
1;ECT2403;FÍSICA EXPERIMENTAL II;10A;2325464-7;7T123 (26/02/2018 - 02/06/2018);2016016417;-;DESISTENCIA
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;2410576-9,1753896-5;24T34 (19/02/2018 - 07/07/2018);20160142254;5.60;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170138059;6.10;APROVADO POR NOTA
1;ECT1566;GESTÃO DO CONHECIMENTO;1;1242299-3;24M34 (19/02/2018 - 07/07/2018);2014026791;1.30;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2414;ELETRICIDADE APLICADA;03A;1569480-3;2T56  46N12 (19/02/2018 - 08/04/2018),  46N12 (09/04/2018 - 16/06/2018);2013018740;-;INDEFERIDO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01C;4687943-1,1555898-5,1845280-1;46M12  5T12 (19/02/2018 - 07/07/2018);20160146899;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);2016013291;7.80;APROVADO
1;DCA0103;ANALISE DE SINAIS E SISTEMAS;1;347052-2;246M34;2016011170;9.30;APROVADO
1;ECT2401;COMPUTAÇÃO NUMÉRICA;04B;2614800-7,2757086-1;35N12 (19/02/2018 - 07/04/2018),  6T56  35N12 (08/04/2018 - 07/07/2018);2014085110;-;INDEFERIDO
1;ECT2201;CÁLCULO II;2;2998751-4;46T34 (19/02/2018 - 07/07/2018);20170031034;0.00;REPROVADO
1;ECT2403;FÍSICA EXPERIMENTAL II;01A;2325464-7;3M123 (26/02/2018 - 02/06/2018);2015017330;-;INDEFERIDO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;2087054-1;2T34 (19/02/2018 - 07/07/2018);20170044650;6.50;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;04A;2312423-9;3T34  35N34 (19/02/2018 - 16/06/2018);20150139550;5.00;APROVADO POR NOTA
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;3;1615358-0;35M34 (19/02/2018 - 07/07/2018);20170031393;-;CANCELADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1756325-1;35T34 (19/02/2018 - 07/07/2018);20170044177;-;CANCELADO
1;ELE1622;INSTRUMENTAÇÃO INDUSTRIAL;1;1199091-2;46M34;2013073302;7.30;APROVADO
1;ECT2401;COMPUTAÇÃO NUMÉRICA;02B;1671947-8;35T34 (19/02/2018 - 07/04/2018), 3M34  35T34 (08/04/2018 - 07/07/2018);2016018091;5.80;APROVADO POR NOTA
1;CIV1101;GEOLOGIA AMBIENTAL;1;3030421-2;35T56;2013042674;7.00;APROVADO
1;CIV1203;PEDOLOGIA;1;1662859-6;24M34;2013077400;1.90;REPROVADO POR MÉDIA E POR FALTAS
1;MEC1506;METALOGRAFIA E TRATAMENTOS TÉRMICOS;2;2550377-6;2N12 6N34 (19/02/2018 - 07/07/2018);2013018249;-;INDEFERIDO
1;DCA0118;PROCESSAMENTO DIGITAL DE SINAIS;2;1543191-8;24T34;20170032597;0.20;REPROVADO
1;MTR0305;PROPRIEDADES FÍSICAS DOS MATERIAIS;1;1298936-5;24T12;2013019157;5.90;APROVADO POR NOTA
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);2016012113;-;INDEFERIDO
1;ECT2415;EQUAÇÕES DIFERENCIAIS;1;1672787-0;24T56 6T3456 (30/04/2018 - 07/07/2018);2015007979;8.20;APROVADO
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1717472-6;35T56 (19/02/2018 - 07/07/2018);20160142648;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;8;1048302-2;35N12 (19/02/2018 - 07/07/2018);2014074761;8.20;APROVADO
1;CIV1106;FUNDAMENTOS DE CARTOGRAFIA E SENSORIAMENTO REMOTO;1;3030421-2;24M56;2011900173;7.30;APROVADO
1;ECT2401;COMPUTAÇÃO NUMÉRICA;02C;1671947-8;35T34 (19/02/2018 - 07/04/2018), 3M56  35T34 (08/04/2018 - 07/07/2018);2016011493;5.80;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;04C;2312423-9;7T12  35N34 (19/02/2018 - 16/06/2018);20170031670;6.50;APROVADO POR NOTA
1;ECT2401;COMPUTAÇÃO NUMÉRICA;01D;4523538-6;35T12 (19/02/2018 - 07/04/2018), 4M56  35T12 (08/04/2018 - 07/07/2018);2015092610;5.00;APROVADO POR NOTA
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;03C;2993322-8,2836616-8;46M34  4T34 (19/02/2018 - 07/07/2018);20170033398;6.00;APROVADO POR NOTA
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);2016011439;-;INDEFERIDO
1;MEC1508;DINÂMICA;2;347304-1;24T56 (19/02/2018 - 07/07/2018);2014096956;6.10;APROVADO POR NOTA
1;ECT2403;FÍSICA EXPERIMENTAL II;07A;2913810-0;6M456 (26/02/2018 - 02/06/2018);2016012697;-;INDEFERIDO
1;MTR0305;PROPRIEDADES FÍSICAS DOS MATERIAIS;1;1298936-5;24T12;20150127559;-;DESISTENCIA
1;ECT2414;ELETRICIDADE APLICADA;03A;1569480-3;2T56  46N12 (19/02/2018 - 08/04/2018),  46N12 (09/04/2018 - 16/06/2018);2014089826;-;INDEFERIDO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (19/02/2018 - 07/07/2018);20170035418;-;INDEFERIDO
1;ENF5005;ÉTICA E BIOÉTICA;1;347162-6;3T345;20160141838;-;CANCELADO
1;ECT2301;CÁLCULO III;3;1753781-1;46M12 (19/02/2018 - 07/07/2018);20170031830;8.20;APROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;01D;2459504-9,1763991-5;5M56  24T12 (19/02/2018 - 16/06/2018);20170040534;6.00;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170037430;6.10;APROVADO POR NOTA
1;PTR0211;PERFURAÇÃO DE POÇOS;1;1719112-4;6T56  6N12;2015092432;7.50;APROVADO
1;ECO1102;INTRODUÇÃO A MICROECONOMIA;2;1147368-3;35N34;2014057018;-;CANCELADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;5;1753067-1;46N12 (19/02/2018 - 07/07/2018);20170042136;-;CANCELADO
1;ECT2414;ELETRICIDADE APLICADA;02A;1658061-5;24T56 3T34 (19/02/2018 - 08/04/2018),  24T56 (09/04/2018 - 16/06/2018);20150127236;6.60;APROVADO POR NOTA
1;ECT2414;ELETRICIDADE APLICADA;01E;1807863-1,1569480-3;35M34  4T34 (19/02/2018 - 08/04/2018), 35M34 (09/04/2018 - 16/06/2018);2014097022;2.80;REPROVADO
1;ECT2202;ÁLGEBRA LINEAR;4;2565098-1;46N34 (19/02/2018 - 07/07/2018);2015091239;-;INDEFERIDO
1;ECT2103;CÁLCULO I;8;2646069-8;35T56 (19/02/2018 - 07/07/2018);20170138371;5.40;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;2312423-9;3T34  35N12 (19/02/2018 - 16/06/2018);20170031230;6.60;APROVADO POR NOTA
1;DCA0103;ANALISE DE SINAIS E SISTEMAS;1;347052-2;246M34;2012925088;-;INDEFERIDO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;2410576-9,1753896-5;24T34 (19/02/2018 - 07/07/2018);20170116187;2.20;REPROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;1434796-4,4687943-1;4M56  24T56 (19/02/2018 - 16/06/2018);2016013291;-;INDEFERIDO
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20160106463;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753123-5;46T56 (19/02/2018 - 07/07/2018);20150127890;-;INDEFERIDO
1;ELE0582;FUNDAMENTOS DE ELETRONICA;1;2140683-1;24M34;2015015611;7.50;APROVADO
1;ELE0701;ELETRÔNICA;01A;1199091-2;246T12;20160101313;5.10;APROVADO POR NOTA
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);2013091051;6.60;APROVADO POR NOTA
1;DCA0202;CIRCUITOS DIGITAIS;01B;2413302-9;356T12;2016014913;7.90;APROVADO
1;ECT2403;FÍSICA EXPERIMENTAL II;09A;1801831-1;7M456 (26/02/2018 - 02/06/2018);2016010217;6.00;APROVADO POR NOTA
1;ECT2307;FÍSICA EXPERIMENTAL I;06A;2325464-7;5T456 (26/02/2018 - 02/06/2018);2015018954;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;6;1674079-5;2356N34 (19/02/2018 - 28/04/2018);20180001683;-;TRANCADO
1;DEB0604;BASES CINESIOLÓGICAS DO MOVIMENTO HUMANO;1;4099026-7;56N34;2015095630;6.80;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;2087054-1;2T34 (19/02/2018 - 07/07/2018);20170137919;4.10;REPROVADO
1;ELE0582;FUNDAMENTOS DE ELETRONICA;3;2140683-1;26N12;2015016539;6.30;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05B;2312423-9;3T56  35N12 (19/02/2018 - 16/06/2018);20170138980;7.10;APROVADO
1;ECT2103;CÁLCULO I;6;1671983-4;2356N34 (30/04/2018 - 07/07/2018);20170139145;2.30;REPROVADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;1;1718474-8;35M34 (19/02/2018 - 07/07/2018);20170041291;6.30;APROVADO POR NOTA
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;04C;3057895-9;35N34 (19/02/2018 - 25/02/2018),  7T34  35N34 (26/02/2018 - 20/04/2018),  35N34 (21/04/2018 - 09/06/2018);20160143860;-;CANCELADO
