Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190076015;6.60;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20190076015;0.70;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190076015;4.80;REPROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753067-1,3143010-6;35M56 (22/07/2019 - 07/12/2019);20190076015;4.70;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190076015;8.00;APROVADO
2;ECT2201;CÁLCULO II;1;1753781-1;35M34 (22/07/2019 - 07/12/2019);20190076015;1.80;REPROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;1673239-3;2M34 (22/07/2019 - 07/12/2019);20190070755;5.80;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;7;4857669-9;25M56 (22/07/2019 - 07/12/2019);20190070755;4.10;REPROVADO
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;3;1615358-0;35T34 (22/07/2019 - 07/12/2019);20190070755;4.00;REPROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;2913810-0;46T12 (22/07/2019 - 07/12/2019);20190076454;7.30;APROVADO
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20190076454;5.30;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190076454;5.80;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190076454;6.00;APROVADO POR NOTA
2;ECT2201;CÁLCULO II;1;1753781-1;35M34 (22/07/2019 - 07/12/2019);20190076454;5.00;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;3143010-6,1753067-1;35M56 (22/07/2019 - 07/12/2019);20190076454;5.30;APROVADO POR NOTA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190076454;4.70;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01B;1312423-6,1943220-0;46M12  2T34 (22/07/2019 - 23/11/2019);20190085121;9.70;APROVADO
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20170139575;0.00;REPROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20170139575;-;TRANCADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;5;1475328-8;46N34 (22/07/2019 - 07/12/2019);20170139575;6.00;APROVADO POR NOTA
2;ECT2401;COMPUTAÇÃO NUMÉRICA;01A;2757086-1;35M12  2T34 (22/07/2019 - 23/11/2019);20170139575;0.30;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20180002288;-;CANCELADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20180002288;-;CANCELADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20180002288;-;CANCELADO
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20180002288;-;INDEFERIDO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;3;2087054-1;2M34 (22/07/2019 - 07/12/2019);20180002288;-;CANCELADO
2;ECT2301;CÁLCULO III;3;1671983-4;35T56 (22/07/2019 - 07/12/2019);20180039493;0.00;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;1434796-4;6T56  35N12 (22/07/2019 - 23/11/2019);20180039493;10.00;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;5;1753896-5,3143010-6;24N12 (22/07/2019 - 07/12/2019);20180039493;6.90;APROVADO POR NOTA
2;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;46M56 (22/07/2019 - 07/12/2019);20170115822;5.70;APROVADO POR NOTA
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03D;3057895-9;35N12 (22/07/2019 - 18/08/2019), 7M56  35N12 (19/08/2019 - 05/10/2019),  35N12 (06/10/2019 - 16/11/2019);20170115822;6.40;APROVADO POR NOTA
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;1;1319338-6;2T34 (22/07/2019 - 07/12/2019);20190083225;7.20;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190083225;4.90;REPROVADO
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;1;1048302-2;24M12 (22/07/2019 - 07/12/2019);20190083225;-;INDEFERIDO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;5;2565098-1;25N12 (22/07/2019 - 07/12/2019);20190083225;3.70;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190083225;-;TRANCADO
2;ECT2103;CÁLCULO I;8;1091102-4;35T56 (22/07/2019 - 07/12/2019);20190083225;5.30;APROVADO POR NOTA
2;ECT2701;INTERNET DAS COISAS;1;2459504-9;6M56 (22/07/2019 - 07/12/2019);20180040850;-;INDEFERIDO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;1914304-6;35N12 (22/07/2019 - 07/12/2019);20180040850;0.90;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20180040850;-;INDEFERIDO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;5;1475328-8;46N34 (22/07/2019 - 07/12/2019);20180040850;5.00;APROVADO POR NOTA
2;CCA0108;FÍSICA GERAL E EXPERIMENTAL;3;3217517-7;35M23;20180042757;-;DESISTENCIA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753067-1,3143010-6;35M56 (22/07/2019 - 07/12/2019);20190083486;7.00;APROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01B;1943220-0,1312423-6;46M12  2T34 (22/07/2019 - 23/11/2019);20190083486;6.10;APROVADO POR NOTA
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;11;3066375-1;2N1234 (22/07/2019 - 07/12/2019);20190084142;-;CANCELADO
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;5;2550037-8;46N34 (22/07/2019 - 07/12/2019);20190084142;-;CANCELADO
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;1;1674419-7;35T56 (22/07/2019 - 07/12/2019);20190084142;-;CANCELADO
2;ECT2202;ÁLGEBRA LINEAR;5;1680333-9;46N12 (22/07/2019 - 07/12/2019);20190084142;-;CANCELADO
2;DCO1003;REDES DE COMPUTADORES;1;1804383-8;35N12;20190084142;-;CANCELADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04C;1312423-6;7M56  35N34 (22/07/2019 - 23/11/2019);20190084142;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190134683;-;DESISTENCIA
2;ECT2307;FÍSICA EXPERIMENTAL I;09A;1801831-1;7T123 (05/08/2019 - 16/11/2019);20190084142;-;INDEFERIDO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190134683;-;DESISTENCIA
2;ECT2414;ELETRICIDADE APLICADA;02B;1658061-5;3T3456 5T56 (22/07/2019 - 08/09/2019),  35T56 (09/09/2019 - 23/11/2019);2016017530;5.60;APROVADO POR NOTA
2;MOR0070;BLOCO MORFOLOGICO;1;3492786-9,1667882-8,2318723-1;24N1234;2016017530;7.60;APROVADO
2;DBF3003;BIOFÍSICA;01A;1032508-7;35N34;2016017530;8.80;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4T34 (22/07/2019 - 07/12/2019);20180135524;2.60;CANCELADO
2;ECT2104;QUÍMICA GERAL;04E;1481705-7,2276334-3;7M56  36N12 (22/07/2019 - 07/12/2019);20190132606;5.40;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;04E;2276334-3,1481705-7;7M56  36N12 (22/07/2019 - 07/12/2019);20190073550;1.90;REPROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20190003500;-;DESISTENCIA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20180106943;5.40;APROVADO POR NOTA
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;3;1615358-0;35T34 (22/07/2019 - 07/12/2019);20180106943;6.80;APROVADO POR NOTA
2;ECT2416;EXPRESSÃO GRÁFICA;04A;2321426-2;6N1234 (22/07/2019 - 07/12/2019);20170000726;-;TRANCADO
2;DEB0503;SISTEMAS DE INFORMAÇÃO NA SAÚDE;1;2613423-5;3N12 5N34;20170000726;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;DFS0028;FISIOLOGIA;1;3014548-3,2998660-7;2N12 4N34;20170000726;5.10;APROVADO POR NOTA
2;DEB0602;PROCESSOS E CERTIFICAÇÃO DE SOFTWARE EM SAÚDE;1;2488270-6;2N34 4N12;20170000726;10.00;APROVADO
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;02D;2254759-4,3057895-9;35T34 (22/07/2019 - 18/08/2019),  356T34 (19/08/2019 - 05/10/2019),  35T34 (06/10/2019 - 16/11/2019);20170138003;3.40;REPROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;3;1475328-8;46M56 (22/07/2019 - 07/12/2019);20150126130;0.20;CANCELADO
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;2;1808127-6;46T12 (22/07/2019 - 07/12/2019);20180035411;7.80;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753067-1,3143010-6;35M56 (22/07/2019 - 07/12/2019);20180035411;9.20;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20180035411;5.60;APROVADO POR NOTA
2;ECT2301;CÁLCULO III;1;2340200-0;35T34 (22/07/2019 - 07/12/2019);20180035411;9.00;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;3;2087054-1;2M34 (22/07/2019 - 07/12/2019);20190003500;3.30;CANCELADO
2;DCA0103;ANALISE DE SINAIS E SISTEMAS;2;347052-2;246M34;2016019455;5.80;APROVADO POR NOTA
2;DCA0212.0;CIRCUITOS DIGITAIS - TEORIA;1;1673543-1;24M56;2016019455;7.40;APROVADO
2;DCA0212.1;CIRCUITOS DIGITAIS - LABORATÓRIO;1;3046428-7;6T12;2016019455;8.70;APROVADO
2;ECT2414;ELETRICIDADE APLICADA;01D;1569480-3;5M56  35T34 (22/07/2019 - 08/09/2019),  35T34 (09/09/2019 - 23/11/2019);2016019455;3.60;REPROVADO
2;ECT2403;FÍSICA EXPERIMENTAL II;04A;1330358-1;4T234 (05/08/2019 - 09/11/2019);2016019455;8.00;APROVADO
2;DCA1202;PROGRAMAÇAO AVANÇADA;01A;1279464-5;246M12;2016019455;7.20;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;2;1755308-5;2T56 (22/07/2019 - 07/12/2019);20190081801;6.90;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190081801;-;INDEFERIDO
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;1;1674419-7;35T56 (22/07/2019 - 07/12/2019);20190081801;7.90;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190081801;5.60;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;1;1680333-9;46M56 (22/07/2019 - 07/12/2019);20190081801;0.00;REPROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190081801;5.60;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1312423-6,1943220-0;46M12  2T34 (22/07/2019 - 23/11/2019);20190081801;7.40;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753123-5;35M56 (22/07/2019 - 07/12/2019);20180105721;-;CANCELADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20180105721;-;INDEFERIDO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;1763991-5;46M34  4T34 (22/07/2019 - 23/11/2019);20180105721;-;INDEFERIDO
2;ECT2521;PROJETOS COM MICROCONTROLADORES E MINICOMPUTADORES;1;2614800-7,4523538-6;6M1234 (22/07/2019 - 07/12/2019);20170031179;9.20;APROVADO
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01C;3057895-9,1718775-5;24M34 (22/07/2019 - 18/08/2019), 24M34  5T12 (19/08/2019 - 05/10/2019), 24M34 (06/10/2019 - 16/11/2019);20170031179;5.70;APROVADO POR NOTA
2;DCA0214.1;ESTRUTURAS DE DADOS - LABORATÓRIO;2;3104443-5;6M56;20170031179;6.50;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;4;3030343-7;2N34 (22/07/2019 - 07/12/2019);20180136067;5.80;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;4;2218079-8,1718775-5;46N12 (22/07/2019 - 07/12/2019);20180136067;2.00;REPROVADO
2;ECT2201;CÁLCULO II;4;1912054-2;35N12 (22/07/2019 - 07/12/2019);20180136067;1.70;REPROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;4;1914304-6;35N34 (22/07/2019 - 07/12/2019);20180136067;4.20;REPROVADO
2;ECT2416;EXPRESSÃO GRÁFICA;02B;1772123-9,2321426-2;46T56 (22/07/2019 - 20/10/2019), 35M34 (21/10/2019 - 07/12/2019);20170115920;8.10;APROVADO
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20180135462;-;INDEFERIDO
2;MEC1505;CAD PARA ENGENHARIA I;1;3357809-7;35T12 (22/07/2019 - 07/12/2019);20160142479;0.00;CANCELADO
2;DCA0103;ANALISE DE SINAIS E SISTEMAS;2;347052-2;246M34;20160142479;0.00;CANCELADO
2;ELE0701;ELETRÔNICA;01A;3157135-4;246T12;20160142479;1.70;CANCELADO
2;DCA1202;PROGRAMAÇAO AVANÇADA;02A;350751-5;345T56;20160142479;3.00;CANCELADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753067-1,3143010-6;35M56 (22/07/2019 - 07/12/2019);20160142479;1.50;CANCELADO
2;CIV1302;HIDRÁULICA PARA ENGENHARIA AMBIENTAL;1;1222082-7;35T56;2016095887;7.20;APROVADO
2;CIV1303;SANEAMENTO AMBIENTAL;1;3089275-1;26T56;2016095887;8.00;APROVADO
2;CIV1304;RECUPERAÇÃO DE ÁREAS DEGRADADAS;1;1662859-6,3089275-1;35T34;2016095887;9.10;APROVADO
2;ECT2412;MECÂNICA DOS SÓLIDOS;3;2087565-9,3068002-8;46N34 (22/07/2019 - 07/12/2019);2016095887;7.00;APROVADO
2;ECT2414;ELETRICIDADE APLICADA;03B;1569480-3,1658061-5;4T56  46N12 (22/07/2019 - 08/09/2019),  46N12 (09/09/2019 - 23/11/2019);2016095887;5.10;APROVADO POR NOTA
2;ECT2307;FÍSICA EXPERIMENTAL I;03A;1808127-6;2T456 (05/08/2019 - 09/11/2019);20170041219;-;INDEFERIDO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;1914304-6;35N12 (22/07/2019 - 07/12/2019);20170041219;0.70;CANCELADO
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01C;2993322-8,1555898-5;6M34  46T34 (22/07/2019 - 07/12/2019);20170041219;1.30;CANCELADO
2;ECT2202;ÁLGEBRA LINEAR;4;2276754-3;46N34 (22/07/2019 - 07/12/2019);20170041219;4.30;CANCELADO
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20170041219;-;INDEFERIDO
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20190082943;2.50;REPROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190082943;6.30;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20190082943;5.00;APROVADO POR NOTA
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;1;3242299-9;2T12 (22/07/2019 - 07/12/2019);20190082943;9.00;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190082943;4.40;REPROVADO
2;ECT2201;CÁLCULO II;2;2141197-4;35M34 (22/07/2019 - 07/12/2019);20190082943;6.60;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1943220-0,1312423-6;46M12  2T34 (22/07/2019 - 23/11/2019);20190082943;8.40;APROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;4;1718775-5,2218079-8;46N12 (22/07/2019 - 07/12/2019);20180135883;0.30;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04A;1312423-6;5T56  35N34 (22/07/2019 - 23/11/2019);20180135883;5.00;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;5;2565098-1;25N12 (22/07/2019 - 07/12/2019);20180135883;9.00;APROVADO
2;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;46M56 (22/07/2019 - 07/12/2019);20170138003;3.30;REPROVADO
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;5;2550037-8;46N34 (22/07/2019 - 07/12/2019);20170098454;6.60;APROVADO POR NOTA
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4T34 (22/07/2019 - 07/12/2019);20170098454;6.90;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20170098454;6.80;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;4;3030343-7;2N34 (22/07/2019 - 07/12/2019);20190072375;-;DESISTENCIA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20180042757;-;INDEFERIDO
2;ECT2202;ÁLGEBRA LINEAR;4;2276754-3;46N34 (22/07/2019 - 07/12/2019);20180042757;1.30;REPROVADO
2;ECT2416;EXPRESSÃO GRÁFICA;01A;1772123-9;46T12 (22/07/2019 - 20/10/2019), 35M56 (21/10/2019 - 07/12/2019);20180042757;-;DESISTENCIA
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01A;1718775-5,3057895-9;24M34 (22/07/2019 - 18/08/2019), 24M34  3T12 (19/08/2019 - 05/10/2019), 24M34 (06/10/2019 - 16/11/2019);20180042757;-;DESISTENCIA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;5;2087054-1;2N34 (22/07/2019 - 07/12/2019);20180105801;6.10;APROVADO POR NOTA
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;5;2550037-8;46N34 (22/07/2019 - 07/12/2019);20180105801;8.50;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20180105801;-;INDEFERIDO
2;ECT2301;CÁLCULO III;5;2583622-8;35N34 (22/07/2019 - 07/12/2019);20180105801;7.70;APROVADO
2;ECT2307;FÍSICA EXPERIMENTAL I;07A;1718474-8;4M234 (05/08/2019 - 09/11/2019);20180105801;6.00;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;5;1753896-5,3143010-6;24N12 (22/07/2019 - 07/12/2019);20180105801;6.60;APROVADO POR NOTA
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05A;2836616-8;5T34  35N12 (22/07/2019 - 07/12/2019);20180105801;8.60;APROVADO
2;ECT2202;ÁLGEBRA LINEAR;5;1680333-9;46N12 (22/07/2019 - 07/12/2019);20190071672;1.20;REPROVADO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;3242299-9;2N12 (22/07/2019 - 07/12/2019);20190071672;6.70;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;5;1475328-8;46N34 (22/07/2019 - 07/12/2019);20190071672;5.80;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;4;3030343-7;2N34 (22/07/2019 - 07/12/2019);20190071672;6.60;APROVADO POR NOTA
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;4;1672409-9;24N34 (22/07/2019 - 07/12/2019);20170117264;6.30;APROVADO POR NOTA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;4;1914304-6;35N34 (22/07/2019 - 07/12/2019);20170117264;1.30;REPROVADO
2;ECT2201;CÁLCULO II;4;1912054-2;35N12 (22/07/2019 - 07/12/2019);20170117264;1.00;REPROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;4;2218079-8,1718775-5;46N12 (22/07/2019 - 07/12/2019);20170117264;5.50;APROVADO POR NOTA
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;5;1544724-5;2N12 (22/07/2019 - 07/12/2019);20180108509;8.80;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;6;1319338-6;2N34 (22/07/2019 - 07/12/2019);20180108509;7.20;APROVADO
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05C;2836616-8,3051115-3;7T12  35N12 (22/07/2019 - 07/12/2019);20180108509;5.90;APROVADO POR NOTA
2;ECT2201;CÁLCULO II;5;1912054-2;35N34 (22/07/2019 - 07/12/2019);20180108509;2.20;REPROVADO
2;ECT2202;ÁLGEBRA LINEAR;4;2276754-3;46N34 (22/07/2019 - 07/12/2019);20180108509;6.50;APROVADO POR NOTA
2;DCA0119;SISTEMAS DIGITAIS;1;3046428-7;35M56;2016021918;9.10;APROVADO
2;DIM0439;TEORIA DA COMPUTACAO;1;1345816-9,2212166-0;24M56;2016021918;7.80;APROVADO
2;DCA0108;SISTEMAS OPERACIONAIS;1;2452782-5;35M12;2016021918;10.00;APROVADO
2;DCA0214.1;ESTRUTURAS DE DADOS - LABORATÓRIO;2;3104443-5;6M56;2016021918;1.00;REPROVADO POR MÉDIA E POR FALTAS
2;DCA0214.0;ESTRUTURAS DE DADOS - TEORIA;1;3104443-5;35M34;2016021918;1.20;REPROVADO POR MÉDIA E POR FALTAS
2;DCA0213.0;ELETRÔNICA - TEORIA;1;1149567-9;24M34;2016021918;8.70;APROVADO
2;DCA0213.1;ELETRÔNICA - LABORATÓRIO;1;1149567-9;6T34;2016021918;8.70;APROVADO
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;5;2646318-2;4M3456 (22/07/2019 - 07/12/2019);20180002223;-;INDEFERIDO
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;1;1328776-3;46M12 (22/07/2019 - 07/12/2019);20180002223;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2701;INTERNET DAS COISAS;1;2459504-9;6M56 (22/07/2019 - 07/12/2019);20180002223;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190070432;1.00;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190070432;2.20;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190070432;7.40;APROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190070432;-;INDEFERIDO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190070432;6.60;APROVADO POR NOTA
2;ECT2301;CÁLCULO III;1;2340200-0;35T34 (22/07/2019 - 07/12/2019);20160106365;8.30;APROVADO
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01A;1718775-5,3057895-9;24M34 (22/07/2019 - 18/08/2019), 24M34  3T12 (19/08/2019 - 05/10/2019), 24M34 (06/10/2019 - 16/11/2019);20160106365;7.10;APROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;3;1475328-8;46M56 (22/07/2019 - 07/12/2019);20160106365;8.70;APROVADO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;1;3242299-9;2T12 (22/07/2019 - 07/12/2019);20190073499;7.30;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;1673239-3;2M34 (22/07/2019 - 07/12/2019);20190073499;6.70;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;2913810-0;46T12 (22/07/2019 - 07/12/2019);20190076033;2.30;REPROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190076033;5.00;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190076033;5.50;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;1;1680333-9;46M56 (22/07/2019 - 07/12/2019);20190076033;4.10;REPROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;3143010-6,1753067-1;35M56 (22/07/2019 - 07/12/2019);20190076033;7.50;APROVADO
