,idTurma,ano,descricaoTurma,matricula,idAluno
608,5ae079cd5c7ccb1a0c9f6043,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20160106580,5a9ff6b39d8aa6041b563550
609,5ae079cd5c7ccb1a0c9f6043,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170118619,5a9ff6666e994c04109f0403
610,5ca4b75db50b333d9c9163d9,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,20170118619,5a9ff6666e994c04109f0403
611,5ae079cd5c7ccb1a0c9f6043,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170118065,
612,5ae079cd5c7ccb1a0c9f6043,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170032819,5ab267b96a77db040b6612db
613,5ae079cd5c7ccb1a0c9f6043,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170139145,5a9ff6696e994c04109f0404
614,5ae079cd5c7ccb1a0c9f6043,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170098454,5aa92c286a77db040b661056
615,5ae079cd5c7ccb1a0c9f6043,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,2016011850,
616,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180039911,5b7468059513a60408ac25e2
617,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180030836,5b721ceb9513a60408ac24fc
618,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180030059,5b7214729513a60408ac24f4
619,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180041651,5b746d6c9513a60408ac2627
620,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180088630,5b7471839513a60408ac265e
621,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180110688,5b7479e19513a60408ac26f3
622,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180036535,5b7214b39513a60408ac24f8
623,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180042176,5b747ef19513a60408ac2749
624,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180030658,5b7344059513a60408ac2589
625,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180040995,5b746b169513a60408ac25f5
626,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180030498,5b746b919513a60408ac25f9
627,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180040055,5b7da4449513a60408ac3255
628,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180032554,5b736fed9513a60408ac25be
629,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180039410,5b7479b99513a60408ac26ee
630,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180031637,5b6c883e9513a60408ac24a9
631,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180037336,5b733bdd9513a60408ac2583
632,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180039617,5b7360d29513a60408ac25a9
633,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180034030,5b740df09513a60408ac25c4
634,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180035494,5b7479dd9513a60408ac26f2
635,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180033391,5b7474409513a60408ac2687
636,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180032877,5b747beb9513a60408ac271e
637,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180041811,5b74799e9513a60408ac26ed
638,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180032518,5b74688a9513a60408ac25e4
639,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180043253,5b746d2a9513a60408ac2623
640,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180037695,5b733e399513a60408ac2584
641,5ca4ca08b50b333d9c9163fa,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180037695,5b733e399513a60408ac2584
642,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180029933,5b74c74a9513a60408ac2862
643,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180035411,5b73507d9513a60408ac25a3
644,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180033337,5b75c9969513a60408ac2942
645,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180032714,5b7222239513a60408ac2501
646,5b7afe6db50b336749898165,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,20180030193,5b736d179513a60408ac25b7
647,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180031056,5b71e3149513a60408ac24c5
648,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180089575,5b7478d79513a60408ac26e7
649,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170147405,5b7da5af9513a60408ac3262
650,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170116928,5b71ae709513a60408ac24b8
651,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180034290,5b7da3e49513a60408ac3251
652,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180038173,5b7da5cc9513a60408ac3264
653,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180038932,5b6b68989513a60408ac24a7
654,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180038790,5b7da5b19513a60408ac3263
655,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180087650,5b7da4139513a60408ac3252
656,5ca4b8ebb50b333d9c9163dd,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,20180087650,5b7da4139513a60408ac3252
657,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180037597,5b7da4169513a60408ac3253
658,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180032474,5b7da5ce9513a60408ac3265
659,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180036070,5b6f41989513a60408ac24ad
660,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170133811,5c9cd4985fdecb040bb83a18
661,5ca4b75db50b333d9c9163d9,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,20170133811,5c9cd4985fdecb040bb83a18
662,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20150140158,5b72100e9513a60408ac24e3
663,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180035476,5b6b67869513a60408ac24a6
664,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180039312,5b6f30ea9513a60408ac24ac
665,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180088157,5b7bfea49513a60408ac2e1f
666,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180039395,5b7da4249513a60408ac3254
667,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180043155,5b71d1109513a60408ac24be
668,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20170138424,5b7da44f9513a60408ac3256
669,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180037434,5b7da4549513a60408ac325a
670,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180036571,5b7d6a5b9513a60408ac31f8
671,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180041894,
672,5b7b00efb50b33674989816a,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,20180034497,5b6b74ad9513a60408ac24a8
673,5ca4b75db50b333d9c9163d9,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,20180034497,5b6b74ad9513a60408ac24a8
674,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180089252,5bab913f4698a230b8c015bd
675,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180031430,5b7496669513a60408ac27e3
676,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180038351,5b86f9d99513a60408ac4c75
677,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180039555,5b75d73b9513a60408ac2990
678,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20170148242,5b86fd0a9513a60408ac4c89
679,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180031753,5b740deb9513a60408ac25c3
680,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20170137955,
681,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20170114960,5b74969c9513a60408ac27e4
682,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180036455,5b71bafd9513a60408ac24ba
683,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180041876,5b6b1d4c9513a60408ac24a4
684,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20170031212,5b9975109513a60408ac6b7b
685,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180029773,5b74871e9513a60408ac276f
686,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180031790,5b7487419513a60408ac2770
687,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180030970,5b76e4939513a60408ac2a99
688,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180032590,5b74681f9513a60408ac25e3
689,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180042819,5b7488119513a60408ac2772
690,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180030317,5b7da4e79513a60408ac325e
691,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180035654,5b7487479513a60408ac2771
692,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20170102234,5b74965c9513a60408ac27e2
693,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20170033692,5b86fcef9513a60408ac4c88
694,5ca4b8ebb50b333d9c9163dd,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,20170033692,5b86fcef9513a60408ac4c88
695,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180031010,5b6b4ada9513a60408ac24a5
696,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180031332,5b86fd589513a60408ac4c8a
697,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180031332,5b86fd589513a60408ac4c8a
698,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20170118520,
699,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180029817,5b86dd5b9513a60408ac4847
700,5b7b01fdb50b33674989816f,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,20180036310,5b71b9e99513a60408ac24b9
701,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180036212,5b74cc109513a60408ac2863
702,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180039733,5b7d971b9513a60408ac3214
703,5ca4b931b50b333d9c9163df,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,20180039733,5b7d971b9513a60408ac3214
704,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180040135,5b723a179513a60408ac2534
705,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20160143627,5b7227bc9513a60408ac2515
706,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20170115869,5b7dc0bd9513a60408ac3521
707,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180039134,5b7588019513a60408ac28e6
708,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20160107120,5b7dc3e99513a60408ac355a
709,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180030335,
710,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180109542,5b7dc10d9513a60408ac3526
711,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20170072977,5b9024219513a60408ac595f
712,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180039958,5b72de6a9513a60408ac254b
713,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180039715,5c6dea436551910408991082
714,5ca4b8ebb50b333d9c9163dd,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,20180039715,5c6dea436551910408991082
715,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20180107065,5b7c7d9e9513a60408ac30bb
716,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,20170065758,5b7dc3c59513a60408ac3559
