,matricula,media,min,max,QuantDisciCursadas,quantAprovado,quantReprovado,carga_total,ano,AnoIngresso,AnosMatriculado,codigo,situacao
19976,20170137928,6.133333333333333,4.7,7.2,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
19977,20170137928,6.133333333333333,4.7,7.2,6,5.0,1.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
19978,20170137928,6.133333333333333,4.7,7.2,6,5.0,1.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
19979,20170137946,6.266666666666667,5.1,7.5,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
19980,20170137946,6.266666666666667,5.1,7.5,6,6.0,0.0,330,2017.2,2017.0,0,ECT2305,APROVADO
19981,20170137946,6.266666666666667,5.1,7.5,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
19982,20170137946,6.266666666666667,5.1,7.5,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
19983,20170137946,6.266666666666667,5.1,7.5,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
19984,20170137946,6.266666666666667,5.1,7.5,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
19985,20170137946,6.266666666666667,5.1,7.5,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
19987,20170137973,3.4666666666666663,1.0,5.8,6,2.0,4.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
19988,20170137973,3.4666666666666663,1.0,5.8,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,APROVADO
19990,20170137973,3.4666666666666663,1.0,5.8,6,2.0,4.0,330,2017.2,2017.0,0,ECT2206,APROVADO
19991,20170137982,4.833333333333333,2.5,6.2,6,4.0,2.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
19992,20170137982,4.833333333333333,2.5,6.2,6,4.0,2.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
19993,20170137982,4.833333333333333,2.5,6.2,6,4.0,2.0,330,2017.2,2017.0,0,ECT2205,APROVADO
19994,20170137982,4.833333333333333,2.5,6.2,6,4.0,2.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
19996,20170137982,4.833333333333333,2.5,6.2,6,4.0,2.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
19998,20170137991,3.133333333333333,0.0,5.7,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
19999,20170137991,3.133333333333333,0.0,5.7,6,2.0,4.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20002,20170138003,5.183333333333333,0.3,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20003,20170138003,5.183333333333333,0.3,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20004,20170138003,5.183333333333333,0.3,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20006,20170138003,5.183333333333333,0.3,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20009,20170138059,5.883333333333334,4.6,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20010,20170138059,5.883333333333334,4.6,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20011,20170138059,5.883333333333334,4.6,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20012,20170138059,5.883333333333334,4.6,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2201,APROVADO
20013,20170138059,5.883333333333334,4.6,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20014,20170138059,5.883333333333334,4.6,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20017,20170138068,3.766666666666667,0.3,6.5,6,3.0,3.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20018,20170138068,3.766666666666667,0.3,6.5,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20019,20170138068,3.766666666666667,0.3,6.5,6,3.0,3.0,330,2017.2,2017.0,0,ECT2305,APROVADO
20020,20170138068,3.766666666666667,0.3,6.5,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20022,20170138110,5.983333333333333,5.0,6.8,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,APROVADO
20023,20170138110,5.983333333333333,5.0,6.8,6,6.0,0.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20024,20170138110,5.983333333333333,5.0,6.8,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20025,20170138110,5.983333333333333,5.0,6.8,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20026,20170138110,5.983333333333333,5.0,6.8,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20027,20170138110,5.983333333333333,5.0,6.8,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20028,20170138110,5.983333333333333,5.0,6.8,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20029,20170138120,4.8999999999999995,1.9,7.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20030,20170138120,4.8999999999999995,1.9,7.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2306,APROVADO
20031,20170138120,4.8999999999999995,1.9,7.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20032,20170138120,4.8999999999999995,1.9,7.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20033,20170138120,4.8999999999999995,1.9,7.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20035,20170138139,6.05,3.6,8.8,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20036,20170138139,6.05,3.6,8.8,6,5.0,1.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20037,20170138139,6.05,3.6,8.8,6,5.0,1.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20038,20170138139,6.05,3.6,8.8,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20039,20170138139,6.05,3.6,8.8,6,5.0,1.0,330,2017.2,2017.0,0,ECT2305,APROVADO
20040,20170138139,6.05,3.6,8.8,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20041,20170138139,6.05,3.6,8.8,6,5.0,1.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20042,20170138166,4.95,2.6,7.6,6,3.0,3.0,330,2017.2,2017.0,0,ECT2306,APROVADO
20043,20170138166,4.95,2.6,7.6,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20044,20170138166,4.95,2.6,7.6,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20047,20170138184,4.016666666666667,1.0,7.9,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20049,20170138184,4.016666666666667,1.0,7.9,6,3.0,3.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20051,20170138184,4.016666666666667,1.0,7.9,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20054,20170138193,6.057142857142857,5.1,7.1,7,7.0,0.0,390,2017.2,2017.0,0,ECT2402,APROVADO
20055,20170138193,6.057142857142857,5.1,7.1,7,7.0,0.0,390,2017.2,2017.0,0,ECT2413,REPROVADO
20056,20170138193,6.057142857142857,5.1,7.1,7,7.0,0.0,390,2017.2,2017.0,0,ECT2401,REPROVADO
20057,20170138193,6.057142857142857,5.1,7.1,7,7.0,0.0,390,2017.2,2017.0,0,ECT2206,APROVADO
20059,20170138193,6.057142857142857,5.1,7.1,7,7.0,0.0,390,2017.2,2017.0,0,ECT2403,APROVADO
20060,20170138200,6.133333333333334,5.0,7.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20061,20170138200,6.133333333333334,5.0,7.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20062,20170138200,6.133333333333334,5.0,7.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20063,20170138200,6.133333333333334,5.0,7.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20064,20170138200,6.133333333333334,5.0,7.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20065,20170138200,6.133333333333334,5.0,7.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20066,20170138200,6.133333333333334,5.0,7.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20068,20170138219,3.6166666666666667,0.0,7.3,6,2.0,4.0,330,2017.2,2017.0,0,ECT2305,APROVADO
20070,20170138219,3.6166666666666667,0.0,7.3,6,2.0,4.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20071,20170138219,3.6166666666666667,0.0,7.3,6,2.0,4.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20073,20170138228,7.116666666666667,5.0,9.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20074,20170138228,7.116666666666667,5.0,9.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20075,20170138228,7.116666666666667,5.0,9.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20076,20170138228,7.116666666666667,5.0,9.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20077,20170138228,7.116666666666667,5.0,9.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,APROVADO
20078,20170138228,7.116666666666667,5.0,9.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,APROVADO
20079,20170138228,7.116666666666667,5.0,9.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20080,20170138237,7.5600000000000005,5.2,10.0,5,5.0,0.0,270,2017.2,2017.0,0,ECT2304,APROVADO
20081,20170138237,7.5600000000000005,5.2,10.0,5,5.0,0.0,270,2017.2,2017.0,0,ECT2411,APROVADO
20082,20170138237,7.5600000000000005,5.2,10.0,5,5.0,0.0,270,2017.2,2017.0,0,ECT2301,APROVADO
20083,20170138237,7.5600000000000005,5.2,10.0,5,5.0,0.0,270,2017.2,2017.0,0,ECT2412,APROVADO
20084,20170138237,7.5600000000000005,5.2,10.0,5,5.0,0.0,270,2017.2,2017.0,0,ECT2401,APROVADO
20085,20170138246,5.25,3.5,7.5,6,4.0,2.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20086,20170138246,5.25,3.5,7.5,6,4.0,2.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20088,20170138246,5.25,3.5,7.5,6,4.0,2.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20089,20170138246,5.25,3.5,7.5,6,4.0,2.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20091,20170138255,3.266666666666666,0.6,5.0,6,1.0,5.0,330,2017.2,2017.0,0,ECT2306,APROVADO
20094,20170138255,3.266666666666666,0.6,5.0,6,1.0,5.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20096,20170138264,3.3000000000000003,1.8,5.3,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20099,20170138273,5.95,4.3,7.6,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20100,20170138273,5.95,4.3,7.6,6,5.0,1.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20101,20170138273,5.95,4.3,7.6,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20102,20170138273,5.95,4.3,7.6,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20103,20170138273,5.95,4.3,7.6,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20106,20170138282,5.316666666666666,4.5,6.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20107,20170138282,5.316666666666666,4.5,6.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20109,20170138282,5.316666666666666,4.5,6.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20110,20170138282,5.316666666666666,4.5,6.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20111,20170138282,5.316666666666666,4.5,6.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20112,20170138291,6.066666666666667,5.0,8.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20113,20170138291,6.066666666666667,5.0,8.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20114,20170138291,6.066666666666667,5.0,8.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20115,20170138291,6.066666666666667,5.0,8.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20116,20170138291,6.066666666666667,5.0,8.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20117,20170138291,6.066666666666667,5.0,8.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20118,20170138291,6.066666666666667,5.0,8.0,6,6.0,0.0,330,2017.2,2017.0,0,ECT2207,APROVADO
20120,20170138308,3.15,1.1,5.3,6,2.0,4.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20121,20170138308,3.15,1.1,5.3,6,2.0,4.0,330,2017.2,2017.0,0,ECT2305,APROVADO
20122,20170138308,3.15,1.1,5.3,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20124,20170138317,6.183333333333334,4.4,7.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20125,20170138317,6.183333333333334,4.4,7.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2305,APROVADO
20126,20170138317,6.183333333333334,4.4,7.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20127,20170138317,6.183333333333334,4.4,7.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20128,20170138317,6.183333333333334,4.4,7.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20130,20170138317,6.183333333333334,4.4,7.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20132,20170138326,5.8999999999999995,2.5,8.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20133,20170138326,5.8999999999999995,2.5,8.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20135,20170138326,5.8999999999999995,2.5,8.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20136,20170138326,5.8999999999999995,2.5,8.4,6,4.0,2.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20137,20170138344,8.75,7.1,9.7,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20138,20170138344,8.75,7.1,9.7,6,6.0,0.0,330,2017.2,2017.0,0,ECT2207,APROVADO
20139,20170138344,8.75,7.1,9.7,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20140,20170138344,8.75,7.1,9.7,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,APROVADO
20141,20170138344,8.75,7.1,9.7,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20142,20170138344,8.75,7.1,9.7,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,APROVADO
20143,20170138344,8.75,7.1,9.7,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20144,20170138371,5.3,0.0,7.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20145,20170138371,5.3,0.0,7.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20147,20170138371,5.3,0.0,7.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20148,20170138371,5.3,0.0,7.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20149,20170138380,4.333333333333333,0.5,6.3,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20151,20170138380,4.333333333333333,0.5,6.3,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20152,20170138406,6.75,5.9,7.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20153,20170138406,6.75,5.9,7.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20154,20170138406,6.75,5.9,7.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20155,20170138406,6.75,5.9,7.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,APROVADO
20156,20170138406,6.75,5.9,7.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20157,20170138406,6.75,5.9,7.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2207,APROVADO
20158,20170138406,6.75,5.9,7.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,APROVADO
20159,20170138415,6.533333333333334,5.0,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20160,20170138415,6.533333333333334,5.0,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20161,20170138415,6.533333333333334,5.0,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20162,20170138415,6.533333333333334,5.0,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20163,20170138415,6.533333333333334,5.0,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20164,20170138415,6.533333333333334,5.0,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20165,20170138415,6.533333333333334,5.0,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,APROVADO
20168,20170138424,4.1000000000000005,0.7,7.6,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20170,20170138424,4.1000000000000005,0.7,7.6,6,3.0,3.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20171,20170138424,4.1000000000000005,0.7,7.6,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20172,20170138442,3.4,1.2,6.6,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20173,20170138442,3.4,1.2,6.6,6,2.0,4.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20174,20170138442,3.4,1.2,6.6,6,2.0,4.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20176,20170138451,4.483333333333333,1.3,6.0,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20178,20170138451,4.483333333333333,1.3,6.0,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20181,20170138470,5.18,1.9,6.9,5,3.0,2.0,270,2017.2,2017.0,0,ECT2206,APROVADO
20182,20170138470,5.18,1.9,6.9,5,3.0,2.0,270,2017.2,2017.0,0,ECT2205,APROVADO
20183,20170138470,5.18,1.9,6.9,5,3.0,2.0,270,2017.2,2017.0,0,ECT2201,REPROVADO
20184,20170138470,5.18,1.9,6.9,5,3.0,2.0,270,2017.2,2017.0,0,ECT2307,APROVADO
20185,20170138489,3.7499999999999996,0.4,7.6,6,2.0,4.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20186,20170138489,3.7499999999999996,0.4,7.6,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20187,20170138489,3.7499999999999996,0.4,7.6,6,2.0,4.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20189,20170138498,2.5833333333333335,0.0,6.5,6,2.0,4.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20190,20170138498,2.5833333333333335,0.0,6.5,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20193,20170138498,2.5833333333333335,0.0,6.5,6,2.0,4.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20194,20170138504,5.05,2.0,5.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2207,REPROVADO
20195,20170138504,5.05,2.0,5.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,APROVADO
20196,20170138504,5.05,2.0,5.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20197,20170138504,5.05,2.0,5.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20199,20170138522,3.7833333333333337,0.1,5.5,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20200,20170138522,3.7833333333333337,0.1,5.5,6,3.0,3.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20202,20170138522,3.7833333333333337,0.1,5.5,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20207,20170138531,4.216666666666666,0.0,7.4,6,3.0,3.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20209,20170138531,4.216666666666666,0.0,7.4,6,3.0,3.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20210,20170138540,2.0833333333333335,0.0,5.8,6,2.0,4.0,330,2017.2,2017.0,0,ECT2305,APROVADO
20213,20170138550,2.716666666666667,0.8,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20214,20170138550,2.716666666666667,0.8,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20215,20170138550,2.716666666666667,0.8,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20218,20170138611,6.933333333333333,5.9,8.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,REPROVADO
20219,20170138611,6.933333333333333,5.9,8.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20220,20170138611,6.933333333333333,5.9,8.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20221,20170138611,6.933333333333333,5.9,8.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20222,20170138611,6.933333333333333,5.9,8.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20223,20170138611,6.933333333333333,5.9,8.4,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20225,20170138630,4.366666666666666,2.4,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20226,20170138630,4.366666666666666,2.4,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20227,20170138630,4.366666666666666,2.4,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20228,20170138630,4.366666666666666,2.4,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20229,20170138630,4.366666666666666,2.4,6.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20233,20170138649,3.057142857142857,0.0,9.0,7,2.0,5.0,390,2017.2,2017.0,0,ECT2205,APROVADO
20243,20170138710,4.583333333333333,0.1,6.9,6,4.0,2.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20244,20170138756,5.0,0.9,6.5,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,APROVADO
20245,20170138756,5.0,0.9,6.5,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20246,20170138756,5.0,0.9,6.5,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20247,20170138756,5.0,0.9,6.5,6,5.0,1.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20248,20170138756,5.0,0.9,6.5,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20250,20170138774,4.833333333333333,0.5,6.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20251,20170138774,4.833333333333333,0.5,6.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20252,20170138774,4.833333333333333,0.5,6.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,REPROVADO
20253,20170138774,4.833333333333333,0.5,6.4,6,5.0,1.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20256,20170138783,3.9499999999999997,0.4,6.1,6,3.0,3.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20258,20170138783,3.9499999999999997,0.4,6.1,6,3.0,3.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20260,20170138792,5.733333333333333,4.2,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2206,REPROVADO
20261,20170138792,5.733333333333333,4.2,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20262,20170138792,5.733333333333333,4.2,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20263,20170138792,5.733333333333333,4.2,6.9,6,5.0,1.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20267,20170138845,3.25,0.3,8.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20269,20170138845,3.25,0.3,8.1,6,2.0,4.0,330,2017.2,2017.0,0,ECT2306,APROVADO
20272,20170138881,3.8600000000000003,0.4,7.7,5,2.0,3.0,240,2017.2,2017.0,0,ECT2203,APROVADO
20273,20170138881,3.8600000000000003,0.4,7.7,5,2.0,3.0,240,2017.2,2017.0,0,ECT2302,APROVADO
20274,20170138907,5.883333333333333,1.5,8.3,6,5.0,1.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20275,20170138907,5.883333333333333,1.5,8.3,6,5.0,1.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20276,20170138907,5.883333333333333,1.5,8.3,6,5.0,1.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20277,20170138907,5.883333333333333,1.5,8.3,6,5.0,1.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20278,20170138907,5.883333333333333,1.5,8.3,6,5.0,1.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20280,20170138916,2.966666666666667,0.0,6.4,6,3.0,3.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20283,20170138934,6.849999999999999,5.6,8.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20284,20170138934,6.849999999999999,5.6,8.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20285,20170138934,6.849999999999999,5.6,8.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,APROVADO
20286,20170138934,6.849999999999999,5.6,8.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20287,20170138934,6.849999999999999,5.6,8.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20288,20170138934,6.849999999999999,5.6,8.2,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20289,20170138943,6.366666666666667,5.0,7.9,6,6.0,0.0,330,2017.2,2017.0,0,ECT2201,REPROVADO
20290,20170138943,6.366666666666667,5.0,7.9,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20291,20170138943,6.366666666666667,5.0,7.9,6,6.0,0.0,330,2017.2,2017.0,0,ECT2205,APROVADO
20292,20170138943,6.366666666666667,5.0,7.9,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,REPROVADO
20293,20170138943,6.366666666666667,5.0,7.9,6,6.0,0.0,330,2017.2,2017.0,0,ECT2203,REPROVADO
20294,20170138943,6.366666666666667,5.0,7.9,6,6.0,0.0,330,2017.2,2017.0,0,ECT2302,APROVADO
20295,20170138952,6.866666666666667,5.5,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2202,APROVADO
20296,20170138952,6.866666666666667,5.5,9.1,6,6.0,0.0,330,2017.2,2017.0,0,ECT2204,APROVADO
