,matricula,media,min,max,QuantDisciCursadas,quantAprovado,quantReprovado,carga_total,ano,AnoIngresso,AnosMatriculado,codigo,situacao
1,2009030796,5.6,5.5,5.7,2,1.0,1.0,120,2017.1,2009.0,8,ECT2206,APROVADO
2,2009030796,5.6,5.5,5.7,2,1.0,1.0,120,2017.1,2009.0,8,ECT2302,APROVADO
3,2010035933,5.533333333333332,0.0,9.5,6,4.0,2.0,345,2017.1,2010.0,7,ECT2401,REPROVADO
6,2010035933,5.533333333333332,0.0,9.5,6,4.0,2.0,345,2017.1,2010.0,7,ECT2301,REPROVADO
8,2010038843,6.933333333333333,5.6,8.8,6,6.0,0.0,300,2017.1,2010.0,7,ECT2413,APROVADO
10,2010038843,6.933333333333333,5.6,8.8,6,6.0,0.0,300,2017.1,2010.0,7,ECT2303,APROVADO
11,2010038843,6.933333333333333,5.6,8.8,6,6.0,0.0,300,2017.1,2010.0,7,ECT2414,REPROVADO
21,2010042107,6.640000000000001,5.0,7.9,5,5.0,0.0,300,2017.1,2010.0,7,ECT2302,APROVADO
38,2010044053,7.44,5.8,9.1,5,5.0,0.0,315,2017.1,2010.0,7,ECT2302,APROVADO
40,2010044053,7.44,5.8,9.1,5,5.0,0.0,315,2017.1,2010.0,7,ECT2412,REPROVADO
57,2011006383,3.6833333333333336,0.6,7.0,6,3.0,3.0,375,2017.1,2011.0,6,ECT2401,REPROVADO
58,2011006383,3.6833333333333336,0.6,7.0,6,3.0,3.0,375,2017.1,2011.0,6,ECT2302,APROVADO
59,2011006383,3.6833333333333336,0.6,7.0,6,3.0,3.0,375,2017.1,2011.0,6,ECT2304,APROVADO
60,2011006383,3.6833333333333336,0.6,7.0,6,3.0,3.0,375,2017.1,2011.0,6,ECT2206,APROVADO
64,2011006605,1.65,0.1,5.1,4,1.0,3.0,210,2017.1,2011.0,6,ECT2206,APROVADO
66,2011006866,4.957142857142857,0.3,9.5,7,4.0,3.0,390,2017.1,2011.0,6,ECT2201,APROVADO
67,2011006866,4.957142857142857,0.3,9.5,7,4.0,3.0,390,2017.1,2011.0,6,ECT2204,REPROVADO
77,2011007012,5.82,4.5,8.0,5,4.0,1.0,270,2017.1,2011.0,6,ECT2403,APROVADO
79,2011007219,0.3,0.3,0.3,1,0.0,1.0,60,2017.1,2011.0,6,ECT2302,APROVADO
80,2011007219,0.3,0.3,0.3,1,0.0,1.0,60,2017.1,2011.0,6,ECT2206,APROVADO
90,2011008341,6.459999999999999,3.0,8.2,5,4.0,1.0,270,2017.1,2011.0,6,ECT2302,APROVADO
94,2011008539,4.675,1.7,6.7,4,2.0,2.0,285,2017.1,2011.0,6,ECT2401,REPROVADO
107,2011009868,3.133333333333333,0.4,6.3,6,3.0,3.0,360,2017.1,2011.0,6,ECT2302,APROVADO
124,2011012504,5.5,5.0,6.4,6,6.0,0.0,375,2017.1,2011.0,6,ECT2414,APROVADO
125,2011012504,5.5,5.0,6.4,6,6.0,0.0,375,2017.1,2011.0,6,ECT2206,REPROVADO
129,2011012596,4.720000000000001,0.0,9.5,5,3.0,2.0,330,2017.1,2011.0,6,ECT2402,APROVADO
147,2011013913,6.82,5.0,8.5,5,5.0,0.0,315,2017.1,2011.0,6,ECT2302,APROVADO
148,2011014090,5.125,1.0,7.3,8,5.0,3.0,465,2017.1,2011.0,6,ECT2414,APROVADO
149,2011014090,5.125,1.0,7.3,8,5.0,3.0,465,2017.1,2011.0,6,ECT2401,APROVADO
150,2011014090,5.125,1.0,7.3,8,5.0,3.0,465,2017.1,2011.0,6,ECT2413,APROVADO
155,2011014287,4.9399999999999995,0.0,8.0,5,3.0,2.0,285,2017.1,2011.0,6,ECT2302,APROVADO
159,2011014287,4.9399999999999995,0.0,8.0,5,3.0,2.0,285,2017.1,2011.0,6,ECT2304,REPROVADO
160,2011014581,4.971428571428571,0.0,9.3,7,4.0,3.0,390,2017.1,2011.0,6,ECT2302,APROVADO
164,2011014581,4.971428571428571,0.0,9.3,7,4.0,3.0,390,2017.1,2011.0,6,ECT2301,APROVADO
166,2011014581,4.971428571428571,0.0,9.3,7,4.0,3.0,390,2017.1,2011.0,6,ECT2206,APROVADO
167,2011014581,4.971428571428571,0.0,9.3,7,4.0,3.0,390,2017.1,2011.0,6,ECT2416,APROVADO
168,2011015749,5.800000000000001,3.9,8.2,8,6.0,2.0,495,2017.1,2011.0,6,ECT2414,REPROVADO
170,2011015749,5.800000000000001,3.9,8.2,8,6.0,2.0,495,2017.1,2011.0,6,ECT2401,REPROVADO
173,2011016432,3.6799999999999997,0.8,5.6,5,3.0,2.0,285,2017.1,2011.0,6,ECT2304,APROVADO
174,2011016432,3.6799999999999997,0.8,5.6,5,3.0,2.0,285,2017.1,2011.0,6,ECT2401,REPROVADO
181,2011056410,3.65,0.3,7.0,2,1.0,1.0,90,2017.1,2011.0,6,ECT2401,REPROVADO
182,2011056410,3.65,0.3,7.0,2,1.0,1.0,90,2017.1,2011.0,6,ECT2402,REPROVADO
183,2011056410,3.65,0.3,7.0,2,1.0,1.0,90,2017.1,2011.0,6,ECT2413,REPROVADO
189,2011065894,7.683333333333334,2.8,9.8,6,5.0,1.0,345,2017.1,2011.0,6,ECT2401,APROVADO
194,2011065900,5.0600000000000005,2.5,6.6,5,4.0,1.0,285,2017.1,2011.0,6,ECT2403,APROVADO
196,2011065900,5.0600000000000005,2.5,6.6,5,4.0,1.0,285,2017.1,2011.0,6,ECT2415,REPROVADO
199,2011900137,4.82,1.3,8.9,5,3.0,2.0,405,2017.1,2011.0,6,ECT2413,REPROVADO
203,2011900137,4.82,1.3,8.9,5,3.0,2.0,405,2017.1,2011.0,6,ECT2401,REPROVADO
210,2012008050,4.933333333333334,3.7,5.7,3,2.0,1.0,180,2017.1,2012.0,5,ECT2303,REPROVADO
211,2012008050,4.933333333333334,3.7,5.7,3,2.0,1.0,180,2017.1,2012.0,5,ECT2304,APROVADO
212,2012008050,4.933333333333334,3.7,5.7,3,2.0,1.0,180,2017.1,2012.0,5,ECT2307,APROVADO
213,2012008050,4.933333333333334,3.7,5.7,3,2.0,1.0,180,2017.1,2012.0,5,ECT2301,REPROVADO
214,2012008050,4.933333333333334,3.7,5.7,3,2.0,1.0,180,2017.1,2012.0,5,ECT2207,REPROVADO
218,2012008088,5.516666666666667,0.0,7.6,6,5.0,1.0,330,2017.1,2012.0,5,ECT2402,APROVADO
220,2012008088,5.516666666666667,0.0,7.6,6,5.0,1.0,330,2017.1,2012.0,5,ECT2403,APROVADO
226,2012037517,5.166666666666667,4.0,6.5,3,2.0,1.0,150,2017.1,2012.0,5,ECT2206,APROVADO
229,2012037615,4.1499999999999995,0.4,7.3,4,2.0,2.0,210,2017.1,2012.0,5,ECT2412,REPROVADO
230,2012037615,4.1499999999999995,0.4,7.3,4,2.0,2.0,210,2017.1,2012.0,5,ECT2304,REPROVADO
231,2012037615,4.1499999999999995,0.4,7.3,4,2.0,2.0,210,2017.1,2012.0,5,ECT2206,REPROVADO
232,2012037615,4.1499999999999995,0.4,7.3,4,2.0,2.0,210,2017.1,2012.0,5,ECT2402,REPROVADO
235,2012037787,6.319999999999999,4.3,8.0,5,4.0,1.0,270,2017.1,2012.0,5,ECT2414,APROVADO
240,2012037876,4.771428571428571,0.0,7.4,7,5.0,2.0,420,2017.1,2012.0,5,ECT2401,REPROVADO
243,2012038149,6.228571428571428,4.2,7.8,7,6.0,1.0,360,2017.1,2012.0,5,ECT2206,APROVADO
244,2012038149,6.228571428571428,4.2,7.8,7,6.0,1.0,360,2017.1,2012.0,5,ECT2301,APROVADO
245,2012044431,5.5,3.7,7.0,4,3.0,1.0,240,2017.1,2012.0,5,ECT2401,REPROVADO
246,2012044431,5.5,3.7,7.0,4,3.0,1.0,240,2017.1,2012.0,5,ECT2413,APROVADO
248,2012044431,5.5,3.7,7.0,4,3.0,1.0,240,2017.1,2012.0,5,ECT2414,REPROVADO
251,2012048299,4.233333333333333,3.0,5.0,3,1.0,2.0,180,2017.1,2012.0,5,ECT2303,REPROVADO
252,2012048299,4.233333333333333,3.0,5.0,3,1.0,2.0,180,2017.1,2012.0,5,ECT2411,REPROVADO
253,2012048299,4.233333333333333,3.0,5.0,3,1.0,2.0,180,2017.1,2012.0,5,ECT2416,REPROVADO
254,2012051777,4.15,2.8,5.0,4,1.0,3.0,210,2017.1,2012.0,5,ECT2206,APROVADO
265,2012917326,5.92,1.0,8.4,5,4.0,1.0,300,2017.1,2012.0,5,ECT2414,REPROVADO
269,2012917424,4.633333333333334,0.0,9.5,6,3.0,3.0,330,2017.1,2012.0,5,ECT2304,APROVADO
270,2012917424,4.633333333333334,0.0,9.5,6,3.0,3.0,330,2017.1,2012.0,5,ECT2411,REPROVADO
271,2012917424,4.633333333333334,0.0,9.5,6,3.0,3.0,330,2017.1,2012.0,5,ECT2401,REPROVADO
274,2012917470,4.9,0.9,6.5,6,5.0,1.0,375,2017.1,2012.0,5,ECT2414,REPROVADO
276,2012917470,4.9,0.9,6.5,6,5.0,1.0,375,2017.1,2012.0,5,ECT2401,REPROVADO
304,2012918190,6.0,5.0,9.3,5,5.0,0.0,330,2017.1,2012.0,5,ECT2401,APROVADO
314,2012918520,5.880000000000001,1.9,7.5,5,4.0,1.0,285,2017.1,2012.0,5,ECT2401,REPROVADO
315,2012918520,5.880000000000001,1.9,7.5,5,4.0,1.0,285,2017.1,2012.0,5,ECT2305,APROVADO
319,2012919189,4.728571428571429,0.9,10.0,7,4.0,3.0,390,2017.1,2012.0,5,ECT2206,APROVADO
330,2012919474,3.3200000000000003,0.5,5.0,5,2.0,3.0,315,2017.1,2012.0,5,ECT2401,APROVADO
335,2012919581,3.6500000000000004,0.9,7.0,4,2.0,2.0,240,2017.1,2012.0,5,ECT2302,REPROVADO
353,2012920457,6.083333333333333,5.0,7.3,6,6.0,0.0,330,2017.1,2012.0,5,ECT2303,REPROVADO
362,2012920789,2.72,0.0,5.3,5,2.0,3.0,270,2017.1,2012.0,5,ECT2206,APROVADO
363,2012921113,6.28,5.5,6.7,5,5.0,0.0,270,2017.1,2012.0,5,ECT2412,REPROVADO
364,2012921113,6.28,5.5,6.7,5,5.0,0.0,270,2017.1,2012.0,5,ECT2413,APROVADO
365,2012921113,6.28,5.5,6.7,5,5.0,0.0,270,2017.1,2012.0,5,ECT2414,APROVADO
366,2012921113,6.28,5.5,6.7,5,5.0,0.0,270,2017.1,2012.0,5,ECT2403,APROVADO
370,2012921211,5.666666666666667,5.0,7.0,6,6.0,0.0,360,2017.1,2012.0,5,ECT2414,REPROVADO
377,2012921374,7.325,6.5,8.3,4,4.0,0.0,240,2017.1,2012.0,5,ECT2302,APROVADO
380,2012921490,4.05,2.3,5.8,2,1.0,1.0,90,2017.1,2012.0,5,ECT2302,APROVADO
385,2012922095,3.7399999999999998,0.0,7.3,5,2.0,3.0,300,2017.1,2012.0,5,ECT2414,APROVADO
386,2012922344,6.2,5.5,6.7,3,3.0,0.0,180,2017.1,2012.0,5,ECT2206,APROVADO
391,2012922540,4.12,1.4,5.6,5,3.0,2.0,360,2017.1,2012.0,5,ECT2302,APROVADO
394,2012922578,5.75,4.7,6.6,6,5.0,1.0,360,2017.1,2012.0,5,ECT2414,REPROVADO
425,2012923477,3.05,0.1,6.0,2,1.0,1.0,90,2017.1,2012.0,5,ECT2302,APROVADO
427,2012923726,6.471428571428571,5.3,8.5,7,7.0,0.0,420,2017.1,2012.0,5,ECT2413,APROVADO
430,2012923726,6.471428571428571,5.3,8.5,7,7.0,0.0,420,2017.1,2012.0,5,ECT2414,APROVADO
431,2012923726,6.471428571428571,5.3,8.5,7,7.0,0.0,420,2017.1,2012.0,5,ECT2412,APROVADO
432,2012923762,4.983333333333333,1.7,7.8,6,3.0,3.0,360,2017.1,2012.0,5,ECT2206,APROVADO
434,2012923762,4.983333333333333,1.7,7.8,6,3.0,3.0,360,2017.1,2012.0,5,ECT2302,APROVADO
437,2012923780,5.383333333333333,1.8,7.7,6,5.0,1.0,375,2017.1,2012.0,5,ECT2401,REPROVADO
440,2012923851,3.8499999999999996,0.0,7.0,6,3.0,3.0,315,2017.1,2012.0,5,ECT2403,APROVADO
441,2012923851,3.8499999999999996,0.0,7.0,6,3.0,3.0,315,2017.1,2012.0,5,ECT2401,REPROVADO
442,2012923851,3.8499999999999996,0.0,7.0,6,3.0,3.0,315,2017.1,2012.0,5,ECT2413,REPROVADO
446,2012924133,4.233333333333333,0.3,7.9,3,1.0,2.0,210,2017.1,2012.0,5,ECT2303,APROVADO
448,2012924269,8.05,6.9,9.2,2,2.0,0.0,150,2017.1,2012.0,5,ECT2416,APROVADO
449,2012924269,8.05,6.9,9.2,2,2.0,0.0,150,2017.1,2012.0,5,ECT2206,APROVADO
450,2012924269,8.05,6.9,9.2,2,2.0,0.0,150,2017.1,2012.0,5,ECT2414,REPROVADO
455,2012924456,5.8999999999999995,1.8,8.5,6,4.0,2.0,360,2017.1,2012.0,5,ECT2206,APROVADO
456,2012924456,5.8999999999999995,1.8,8.5,6,4.0,2.0,360,2017.1,2012.0,5,ECT2302,APROVADO
466,2012924527,3.38,0.1,5.0,5,2.0,3.0,315,2017.1,2012.0,5,ECT2414,REPROVADO
467,2012924527,3.38,0.1,5.0,5,2.0,3.0,315,2017.1,2012.0,5,ECT2302,APROVADO
469,2012924527,3.38,0.1,5.0,5,2.0,3.0,315,2017.1,2012.0,5,ECT2401,APROVADO
470,2012924527,3.38,0.1,5.0,5,2.0,3.0,315,2017.1,2012.0,5,ECT2206,APROVADO
478,2012925337,2.8499999999999996,0.0,6.9,4,1.0,3.0,210,2017.1,2012.0,5,ECT2206,APROVADO
480,2012925480,4.871428571428572,0.0,6.1,7,6.0,1.0,420,2017.1,2012.0,5,ECT2413,APROVADO
484,2012925480,4.871428571428572,0.0,6.1,7,6.0,1.0,420,2017.1,2012.0,5,ECT2401,APROVADO
487,2012925480,4.871428571428572,0.0,6.1,7,6.0,1.0,420,2017.1,2012.0,5,ECT2414,REPROVADO
490,2012925730,6.366666666666666,5.0,7.8,6,6.0,0.0,330,2017.1,2012.0,5,ECT2414,APROVADO
497,2012925945,6.5200000000000005,5.7,9.0,5,5.0,0.0,300,2017.1,2012.0,5,ECT2414,APROVADO
502,2012926218,7.016666666666667,6.1,8.4,6,6.0,0.0,360,2017.1,2012.0,5,ECT2206,APROVADO
512,2012926325,6.8199999999999985,3.7,9.8,5,4.0,1.0,270,2017.1,2012.0,5,ECT2303,REPROVADO
515,2012926325,6.8199999999999985,3.7,9.8,5,4.0,1.0,270,2017.1,2012.0,5,ECT2413,REPROVADO
516,2012926325,6.8199999999999985,3.7,9.8,5,4.0,1.0,270,2017.1,2012.0,5,ECT2411,REPROVADO
519,2012926334,5.525,1.4,9.0,4,2.0,2.0,240,2017.1,2012.0,5,ECT2302,REPROVADO
520,2012926334,5.525,1.4,9.0,4,2.0,2.0,240,2017.1,2012.0,5,ECT2206,APROVADO
534,2012926871,3.6,0.3,5.9,5,2.0,3.0,315,2017.1,2012.0,5,ECT2401,REPROVADO
535,2012926871,3.6,0.3,5.9,5,2.0,3.0,315,2017.1,2012.0,5,ECT2413,REPROVADO
536,2012926871,3.6,0.3,5.9,5,2.0,3.0,315,2017.1,2012.0,5,ECT2412,REPROVADO
542,2012927028,6.3500000000000005,5.0,8.3,6,6.0,0.0,375,2017.1,2012.0,5,ECT2302,APROVADO
544,2012927082,4.5200000000000005,1.0,7.7,5,3.0,2.0,255,2017.1,2012.0,5,ECT2402,REPROVADO
545,2012927082,4.5200000000000005,1.0,7.7,5,3.0,2.0,255,2017.1,2012.0,5,ECT2304,REPROVADO
547,2012927082,4.5200000000000005,1.0,7.7,5,3.0,2.0,255,2017.1,2012.0,5,ECT2302,REPROVADO
548,2012927082,4.5200000000000005,1.0,7.7,5,3.0,2.0,255,2017.1,2012.0,5,ECT2416,APROVADO
556,2012927449,3.485714285714286,0.0,6.9,7,4.0,3.0,360,2017.1,2012.0,5,ECT2412,APROVADO
557,2012927449,3.485714285714286,0.0,6.9,7,4.0,3.0,360,2017.1,2012.0,5,ECT2202,APROVADO
560,2012927449,3.485714285714286,0.0,6.9,7,4.0,3.0,360,2017.1,2012.0,5,ECT2413,APROVADO
568,2012927583,4.775,0.9,7.6,4,3.0,1.0,210,2017.1,2012.0,5,ECT2307,REPROVADO
569,2012927583,4.775,0.9,7.6,4,3.0,1.0,210,2017.1,2012.0,5,ECT2201,APROVADO
570,2012927583,4.775,0.9,7.6,4,3.0,1.0,210,2017.1,2012.0,5,ECT2304,REPROVADO
572,2012927879,2.34,0.0,6.7,5,2.0,3.0,315,2017.1,2012.0,5,ECT2207,APROVADO
573,2012927879,2.34,0.0,6.7,5,2.0,3.0,315,2017.1,2012.0,5,ECT2203,REPROVADO
574,2012927879,2.34,0.0,6.7,5,2.0,3.0,315,2017.1,2012.0,5,ECT2415,REPROVADO
575,2012927879,2.34,0.0,6.7,5,2.0,3.0,315,2017.1,2012.0,5,ECT2411,REPROVADO
576,2012927879,2.34,0.0,6.7,5,2.0,3.0,315,2017.1,2012.0,5,ECT2301,REPROVADO
582,2012927897,5.333333333333333,1.8,8.2,6,4.0,2.0,315,2017.1,2012.0,5,ECT2412,APROVADO
611,2012928375,5.08,0.2,7.4,5,4.0,1.0,315,2017.1,2012.0,5,ECT2413,APROVADO
612,2012928375,5.08,0.2,7.4,5,4.0,1.0,315,2017.1,2012.0,5,ECT2414,REPROVADO
613,2012928375,5.08,0.2,7.4,5,4.0,1.0,315,2017.1,2012.0,5,ECT2401,REPROVADO
626,2012971527,2.86,1.1,5.0,5,1.0,4.0,300,2017.1,2012.0,5,ECT2403,APROVADO
630,2012971527,2.86,1.1,5.0,5,1.0,4.0,300,2017.1,2012.0,5,ECT2414,REPROVADO
632,2012971661,5.0,0.0,9.3,5,3.0,2.0,270,2017.1,2012.0,5,ECT2302,APROVADO
637,2012971723,5.442857142857143,2.6,7.4,7,6.0,1.0,420,2017.1,2012.0,5,ECT2414,REPROVADO
640,2012971723,5.442857142857143,2.6,7.4,7,6.0,1.0,420,2017.1,2012.0,5,ECT2412,REPROVADO
641,2012971741,6.028571428571428,5.2,7.0,7,7.0,0.0,360,2017.1,2012.0,5,ECT2414,REPROVADO
644,2012971741,6.028571428571428,5.2,7.0,7,7.0,0.0,360,2017.1,2012.0,5,ECT2413,APROVADO
647,2012971877,3.575,0.7,9.1,4,1.0,3.0,240,2017.1,2012.0,5,ECT2416,REPROVADO
650,2012979150,5.6,5.0,6.0,4,4.0,0.0,240,2017.1,2012.0,5,ECT2412,REPROVADO
651,2012979150,5.6,5.0,6.0,4,4.0,0.0,240,2017.1,2012.0,5,ECT2401,REPROVADO
659,2012982324,6.140000000000001,5.3,6.4,5,5.0,0.0,315,2017.1,2012.0,5,ECT2206,APROVADO
661,2012982324,6.140000000000001,5.3,6.4,5,5.0,0.0,315,2017.1,2012.0,5,ECT2414,REPROVADO
669,2013007281,6.8,5.5,7.3,5,5.0,0.0,300,2017.1,2013.0,4,ECT2206,APROVADO
672,2013007281,6.8,5.5,7.3,5,5.0,0.0,300,2017.1,2013.0,4,ECT2401,APROVADO
676,2013007693,5.08,2.1,6.3,5,4.0,1.0,315,2017.1,2013.0,4,ECT2206,APROVADO
677,2013007693,5.08,2.1,6.3,5,4.0,1.0,315,2017.1,2013.0,4,ECT2414,APROVADO
688,2013017045,5.9750000000000005,1.8,8.3,4,3.0,1.0,240,2017.1,2013.0,4,ECT2302,REPROVADO
689,2013017045,5.9750000000000005,1.8,8.3,4,3.0,1.0,240,2017.1,2013.0,4,ECT2206,APROVADO
692,2013017303,6.666666666666667,5.3,8.1,3,3.0,0.0,180,2017.1,2013.0,4,ECT2302,REPROVADO
693,2013017303,6.666666666666667,5.3,8.1,3,3.0,0.0,180,2017.1,2013.0,4,ECT2412,APROVADO
694,2013017303,6.666666666666667,5.3,8.1,3,3.0,0.0,180,2017.1,2013.0,4,ECT2206,REPROVADO
695,2013017303,6.666666666666667,5.3,8.1,3,3.0,0.0,180,2017.1,2013.0,4,ECT2414,APROVADO
696,2013017564,4.540000000000001,3.1,5.6,5,3.0,2.0,300,2017.1,2013.0,4,ECT2414,APROVADO
699,2013017564,4.540000000000001,3.1,5.6,5,3.0,2.0,300,2017.1,2013.0,4,ECT2416,APROVADO
704,2013017626,6.2,6.2,6.2,1,1.0,0.0,90,2017.1,2013.0,4,ECT2414,REPROVADO
705,2013017626,6.2,6.2,6.2,1,1.0,0.0,90,2017.1,2013.0,4,ECT2401,REPROVADO
712,2013017985,5.666666666666667,3.4,7.8,6,5.0,1.0,360,2017.1,2013.0,4,ECT2302,APROVADO
713,2013017985,5.666666666666667,3.4,7.8,6,5.0,1.0,360,2017.1,2013.0,4,ECT2206,APROVADO
715,2013018104,5.68,3.4,7.0,5,4.0,1.0,300,2017.1,2013.0,4,ECT2206,APROVADO
718,2013018104,5.68,3.4,7.0,5,4.0,1.0,300,2017.1,2013.0,4,ECT2414,APROVADO
725,2013018436,5.619999999999999,1.4,6.9,5,4.0,1.0,270,2017.1,2013.0,4,ECT2413,APROVADO
729,2013018543,9.2,9.2,9.2,1,1.0,0.0,45,2017.1,2013.0,4,ECT2411,APROVADO
736,2013018599,6.5200000000000005,5.0,8.5,5,5.0,0.0,300,2017.1,2013.0,4,ECT2206,APROVADO
740,2013018839,5.360000000000001,2.8,6.8,5,4.0,1.0,270,2017.1,2013.0,4,ECT2302,APROVADO
745,2013018839,5.360000000000001,2.8,6.8,5,4.0,1.0,270,2017.1,2013.0,4,ECT2206,APROVADO
748,2013018893,5.6,3.5,7.4,5,4.0,1.0,270,2017.1,2013.0,4,ECT2414,APROVADO
749,2013018893,5.6,3.5,7.4,5,4.0,1.0,270,2017.1,2013.0,4,ECT2206,APROVADO
752,2013018928,2.12,0.3,6.1,5,1.0,4.0,300,2017.1,2013.0,4,ECT2206,APROVADO
753,2013018928,2.12,0.3,6.1,5,1.0,4.0,300,2017.1,2013.0,4,ECT2302,APROVADO
754,2013018955,7.8,7.8,7.8,1,1.0,0.0,60,2017.1,2013.0,4,ECT2403,APROVADO
757,2013019120,5.3,1.2,9.3,5,4.0,1.0,300,2017.1,2013.0,4,ECT2401,REPROVADO
769,2013019282,3.1,0.5,6.9,5,2.0,3.0,285,2017.1,2013.0,4,ECT2401,REPROVADO
770,2013019282,3.1,0.5,6.9,5,2.0,3.0,285,2017.1,2013.0,4,ECT2302,REPROVADO
772,2013019282,3.1,0.5,6.9,5,2.0,3.0,285,2017.1,2013.0,4,ECT2206,REPROVADO
775,2013019371,6.1000000000000005,2.8,9.3,4,2.0,2.0,135,2017.1,2013.0,4,ECT2207,REPROVADO
780,2013019792,7.716666666666666,6.5,8.7,6,6.0,0.0,360,2017.1,2013.0,4,ECT2302,APROVADO
792,2013020158,4.74,0.0,7.1,5,4.0,1.0,285,2017.1,2013.0,4,ECT2412,REPROVADO
794,2013020158,4.74,0.0,7.1,5,4.0,1.0,285,2017.1,2013.0,4,ECT2304,APROVADO
795,2013020185,4.566666666666667,0.6,7.6,6,4.0,2.0,360,2017.1,2013.0,4,ECT2414,REPROVADO
799,2013020185,4.566666666666667,0.6,7.6,6,4.0,2.0,360,2017.1,2013.0,4,ECT2302,REPROVADO
802,2013020247,5.616666666666667,2.3,9.0,6,5.0,1.0,360,2017.1,2013.0,4,ECT2414,APROVADO
804,2013020247,5.616666666666667,2.3,9.0,6,5.0,1.0,360,2017.1,2013.0,4,ECT2302,REPROVADO
809,2013020283,5.52,4.1,7.7,5,4.0,1.0,300,2017.1,2013.0,4,ECT2401,APROVADO
812,2013020327,5.9,3.5,8.3,2,1.0,1.0,120,2017.1,2013.0,4,ECT2414,REPROVADO
814,2013020603,4.95,2.0,7.8,6,4.0,2.0,390,2017.1,2013.0,4,ECT2414,REPROVADO
816,2013020603,4.95,2.0,7.8,6,4.0,2.0,390,2017.1,2013.0,4,ECT2412,APROVADO
820,2013020603,4.95,2.0,7.8,6,4.0,2.0,390,2017.1,2013.0,4,ECT2413,APROVADO
821,2013020668,4.88,0.6,7.0,5,4.0,1.0,300,2017.1,2013.0,4,ECT2302,REPROVADO
822,2013020668,4.88,0.6,7.0,5,4.0,1.0,300,2017.1,2013.0,4,ECT2414,APROVADO
829,2013020677,4.433333333333333,1.7,5.8,6,2.0,4.0,360,2017.1,2013.0,4,ECT2413,REPROVADO
832,2013020677,4.433333333333333,1.7,5.8,6,2.0,4.0,360,2017.1,2013.0,4,ECT2206,APROVADO
833,2013020677,4.433333333333333,1.7,5.8,6,2.0,4.0,360,2017.1,2013.0,4,ECT2412,APROVADO
841,2013021164,4.166666666666667,0.0,7.5,6,3.0,3.0,375,2017.1,2013.0,4,ECT2414,REPROVADO
842,2013021164,4.166666666666667,0.0,7.5,6,3.0,3.0,375,2017.1,2013.0,4,ECT2206,APROVADO
844,2013021164,4.166666666666667,0.0,7.5,6,3.0,3.0,375,2017.1,2013.0,4,ECT2416,APROVADO
846,2013021164,4.166666666666667,0.0,7.5,6,3.0,3.0,375,2017.1,2013.0,4,ECT2413,REPROVADO
848,2013021370,6.071428571428571,3.7,7.7,7,6.0,1.0,420,2017.1,2013.0,4,ECT2414,REPROVADO
853,2013021496,2.9166666666666665,0.0,5.7,6,3.0,3.0,330,2017.1,2013.0,4,ECT2412,APROVADO
856,2013021496,2.9166666666666665,0.0,5.7,6,3.0,3.0,330,2017.1,2013.0,4,ECT2413,APROVADO
858,2013021496,2.9166666666666665,0.0,5.7,6,3.0,3.0,330,2017.1,2013.0,4,ECT2301,REPROVADO
861,2013021656,7.25,6.6,8.7,4,4.0,0.0,240,2017.1,2013.0,4,ECT2206,APROVADO
865,2013021781,5.583333333333333,0.0,8.0,6,5.0,1.0,360,2017.1,2013.0,4,ECT2401,REPROVADO
866,2013021781,5.583333333333333,0.0,8.0,6,5.0,1.0,360,2017.1,2013.0,4,ECT2416,APROVADO
870,2013021807,2.95,0.0,5.9,4,2.0,2.0,240,2017.1,2013.0,4,ECT2302,REPROVADO
871,2013021807,2.95,0.0,5.9,4,2.0,2.0,240,2017.1,2013.0,4,ECT2401,APROVADO
873,2013021880,3.94,1.5,5.5,5,3.0,2.0,270,2017.1,2013.0,4,ECT2302,APROVADO
878,2013021979,6.4799999999999995,5.9,7.1,5,5.0,0.0,315,2017.1,2013.0,4,ECT2412,APROVADO
881,2013021979,6.4799999999999995,5.9,7.1,5,5.0,0.0,315,2017.1,2013.0,4,ECT2414,REPROVADO
885,2013021988,4.42,0.0,9.0,5,3.0,2.0,360,2017.1,2013.0,4,ECT2414,APROVADO
887,2013022018,4.775,0.9,6.7,4,3.0,1.0,240,2017.1,2013.0,4,ECT2302,APROVADO
895,2013022161,6.699999999999999,4.4,8.1,6,5.0,1.0,375,2017.1,2013.0,4,ECT2412,APROVADO
896,2013022161,6.699999999999999,4.4,8.1,6,5.0,1.0,375,2017.1,2013.0,4,ECT2411,APROVADO
900,2013022161,6.699999999999999,4.4,8.1,6,5.0,1.0,375,2017.1,2013.0,4,ECT2413,APROVADO
901,2013022161,6.699999999999999,4.4,8.1,6,5.0,1.0,375,2017.1,2013.0,4,ECT2403,APROVADO
907,2013022500,3.2,1.4,5.3,4,1.0,3.0,300,2017.1,2013.0,4,ECT2307,REPROVADO
909,2013022500,3.2,1.4,5.3,4,1.0,3.0,300,2017.1,2013.0,4,ECT2207,REPROVADO
910,2013022706,6.485714285714286,4.4,9.0,7,6.0,1.0,420,2017.1,2013.0,4,ECT2415,REPROVADO
917,2013022878,1.825,0.0,5.0,4,1.0,3.0,210,2017.1,2013.0,4,ECT2414,REPROVADO
924,2013022902,4.616666666666666,0.5,8.0,6,4.0,2.0,420,2017.1,2013.0,4,ECT2414,APROVADO
